"시도별(17개)","산업분류별","규모별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"대구광역시","A.농업, 임업 및 어업(01~03)","10~29인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","10~29인","상용근로자[명]","명","19","26","11","22","28",
"대구광역시","A.농업, 임업 및 어업(01~03)","10~29인","임시 및 일용근로자[명]","명","0","0","0","10","20",
"대구광역시","A.농업, 임업 및 어업(01~03)","30~49인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","30~49인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","30~49인","상용근로자[명]","명","0","0","36","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","30~49인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","50~99인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","50~99인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","50~99인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","50~99인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","100~199인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","100~199인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","100~199인","상용근로자[명]","명","150","196","167","150","159",
"대구광역시","A.농업, 임업 및 어업(01~03)","100~199인","임시 및 일용근로자[명]","명","104","153","112","105","101",
"대구광역시","A.농업, 임업 및 어업(01~03)","200~299인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","200~299인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","200~299인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","200~299인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","300~499인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","300~499인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","300~499인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","300~499인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","500~999인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","500~999인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","500~999인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","500~999인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","1000인이상","자영업자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","1000인이상","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","1000인이상","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","A.농업, 임업 및 어업(01~03)","1000인이상","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","전규모","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","전규모","무급가족 및 기타종사자[명]","명","0","0","0","0","3",
"대구광역시","농업","전규모","상용근로자[명]","명","190","241","228","194","211",
"대구광역시","농업","전규모","임시 및 일용근로자[명]","명","9","3","8","21","5",
"대구광역시","농업","1~4인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","1~4인","무급가족 및 기타종사자[명]","명","0","0","0","0","3",
"대구광역시","농업","1~4인","상용근로자[명]","명","22","26","15","26","38",
"대구광역시","농업","1~4인","임시 및 일용근로자[명]","명","5","3","0","0","2",
"대구광역시","농업","5~9인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","5~9인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","농업","5~9인","상용근로자[명]","명","11","5","10","9","3",
"대구광역시","농업","5~9인","임시 및 일용근로자[명]","명","4","0","4","6","2",
"대구광역시","농업","10~29인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","10~29인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","농업","10~29인","상용근로자[명]","명","19","26","11","22","25",
"대구광역시","농업","10~29인","임시 및 일용근로자[명]","명","0","0","0","10","0",
"대구광역시","농업","30~49인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","30~49인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","농업","30~49인","상용근로자[명]","명","0","0","36","0","0",
"대구광역시","농업","30~49인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","50~99인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","50~99인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","농업","50~99인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","50~99인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","100~199인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","100~199인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","농업","100~199인","상용근로자[명]","명","138","184","156","137","145",
"대구광역시","농업","100~199인","임시 및 일용근로자[명]","명","0","0","4","5","1",
"대구광역시","농업","200~299인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","200~299인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","농업","200~299인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","200~299인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","300~499인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","300~499인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","농업","300~499인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","300~499인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","500~999인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","500~999인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","농업","500~999인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","500~999인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","1000인이상","자영업자[명]","명","0","0","0","0","0",
"대구광역시","농업","1000인이상","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","농업","1000인이상","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","농업","1000인이상","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","전규모","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","전규모","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","전규모","상용근로자[명]","명","15","17","31","18","19",
"대구광역시","임업","전규모","임시 및 일용근로자[명]","명","104","153","108","104","120",
"대구광역시","임업","1~4인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","1~4인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","1~4인","상용근로자[명]","명","3","5","6","3","2",
"대구광역시","임업","1~4인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","5~9인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","5~9인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","5~9인","상용근로자[명]","명","0","0","14","2","0",
"대구광역시","임업","5~9인","임시 및 일용근로자[명]","명","0","0","0","4","0",
"대구광역시","임업","10~29인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","10~29인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","10~29인","상용근로자[명]","명","0","0","0","0","3",
"대구광역시","임업","10~29인","임시 및 일용근로자[명]","명","0","0","0","0","20",
"대구광역시","임업","30~49인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","30~49인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","30~49인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","30~49인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","50~99인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","50~99인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","50~99인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","50~99인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","100~199인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","100~199인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","100~199인","상용근로자[명]","명","12","12","11","13","14",
"대구광역시","임업","100~199인","임시 및 일용근로자[명]","명","104","153","108","100","100",
"대구광역시","임업","200~299인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","200~299인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","200~299인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","200~299인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","300~499인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","300~499인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","300~499인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","300~499인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","500~999인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","500~999인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","500~999인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","500~999인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","1000인이상","자영업자[명]","명","0","0","0","0","0",
"대구광역시","임업","1000인이상","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","임업","1000인이상","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","임업","1000인이상","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","전규모","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","전규모","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","전규모","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","전규모","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","1~4인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","1~4인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","1~4인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","1~4인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","5~9인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","5~9인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","5~9인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","5~9인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","10~29인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","10~29인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","10~29인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","10~29인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","30~49인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","30~49인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","30~49인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","30~49인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","50~99인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","50~99인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","50~99인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","50~99인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","100~199인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","100~199인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","100~199인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","100~199인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","200~299인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","200~299인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","200~299인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","200~299인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","300~499인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","300~499인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","300~499인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","300~499인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","500~999인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","500~999인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","500~999인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","500~999인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","1000인이상","자영업자[명]","명","0","0","0","0","0",
"대구광역시","어업","1000인이상","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","어업","1000인이상","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","어업","1000인이상","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","전규모","자영업자[명]","명","0","1","0","0","0",
"대구광역시","B.광업(05~08)","전규모","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","전규모","상용근로자[명]","명","36","31","32","15","15",
"대구광역시","B.광업(05~08)","전규모","임시 및 일용근로자[명]","명","0","3","7","0","0",
"대구광역시","B.광업(05~08)","1~4인","자영업자[명]","명","0","1","0","0","0",
"대구광역시","B.광업(05~08)","1~4인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","1~4인","상용근로자[명]","명","6","9","6","4","5",
"대구광역시","B.광업(05~08)","1~4인","임시 및 일용근로자[명]","명","0","3","2","0","0",
"대구광역시","B.광업(05~08)","5~9인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","5~9인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","5~9인","상용근로자[명]","명","6","0","3","0","0",
"대구광역시","B.광업(05~08)","5~9인","임시 및 일용근로자[명]","명","0","0","5","0","0",
"대구광역시","B.광업(05~08)","10~29인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","10~29인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","10~29인","상용근로자[명]","명","24","22","23","11","10",
"대구광역시","B.광업(05~08)","10~29인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","30~49인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","30~49인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","30~49인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","30~49인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","50~99인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","50~99인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","50~99인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","50~99인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","100~199인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","100~199인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","100~199인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","100~199인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","200~299인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","200~299인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","200~299인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","200~299인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","300~499인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","300~499인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","300~499인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","300~499인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","500~999인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","500~999인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","500~999인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","500~999인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","1000인이상","자영업자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","1000인이상","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","1000인이상","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","B.광업(05~08)","1000인이상","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","전규모","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","전규모","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","전규모","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","전규모","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","1~4인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","1~4인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","1~4인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","1~4인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","5~9인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","5~9인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","5~9인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","5~9인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","10~29인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","10~29인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","10~29인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","10~29인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","30~49인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","30~49인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","30~49인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","30~49인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","50~99인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","50~99인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","50~99인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","50~99인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","100~199인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","100~199인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","100~199인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","100~199인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","200~299인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","200~299인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","200~299인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","200~299인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","300~499인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","300~499인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","300~499인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","300~499인","임시 및 일용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","500~999인","자영업자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","500~999인","무급가족 및 기타종사자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","500~999인","상용근로자[명]","명","0","0","0","0","0",
"대구광역시","석탄, 원유 및 천연가스 광업","500~999인","임시 및 일용근로자[명]","명","0","0","0","0","0",
