"A.농업, 임업 및 어업(01~03)","남자","500~999인",-,750,0,0,728,22,-,0,0,0,0,0,-,0,0,0,0,0,-,608,0,0,608,0,-,465,0,0,465,0
"A.농업, 임업 및 어업(01~03)","남자","1000인이상",-,0,0,0,0,0,-,782,0,0,782,0,-,813,0,0,808,5,-,0,0,0,0,0,-,0,0,0,0,0
"A.농업, 임업 및 어업(01~03)","여자","전규모",-,10389,0,168,7309,2912,-,10432,0,305,7762,2365,-,11003,0,323,7830,2850,-,13199,0,229,9738,3232,-,13713,0,296,10387,3030
"A.농업, 임업 및 어업(01~03)","여자","1~4인",-,1138,0,50,839,249,-,1221,0,78,938,205,-,1525,0,116,1107,302,-,2264,0,119,1832,313,-,2497,0,138,1949,410
"A.농업, 임업 및 어업(01~03)","여자","5~9인",-,1786,0,31,1290,465,-,1797,0,40,1280,477,-,1985,0,63,1345,577,-,2784,0,76,1999,709,-,2935,0,92,2024,819
"A.농업, 임업 및 어업(01~03)","여자","10~29인",-,3553,0,63,2320,1170,-,3410,0,101,2432,877,-,3349,0,53,2362,934,-,4361,0,28,3031,1302,-,4378,0,50,3310,1018
"A.농업, 임업 및 어업(01~03)","여자","30~49인",-,1511,0,14,1179,318,-,1499,0,26,1105,368,-,1644,0,65,1110,469,-,1726,0,5,1362,359,-,1612,0,16,1292,304
"A.농업, 임업 및 어업(01~03)","여자","50~99인",-,1252,0,10,1000,242,-,1404,0,60,1234,110,-,1506,0,26,1195,285,-,1031,0,0,851,180,-,1428,0,0,1030,398
"A.농업, 임업 및 어업(01~03)","여자","100~199인",-,798,0,0,445,353,-,744,0,0,516,228,-,672,0,0,427,245,-,772,0,1,403,368,-,441,0,0,414,27
"A.농업, 임업 및 어업(01~03)","여자","200~299인",-,8,0,0,8,0,-,9,0,0,9,0,-,70,0,0,35,35,-,6,0,0,6,0,-,61,0,0,7,54
"A.농업, 임업 및 어업(01~03)","여자","300~499인",-,119,0,0,11,108,-,115,0,0,15,100,-,8,0,0,8,0,-,8,0,0,7,1,-,9,0,0,9,0
"A.농업, 임업 및 어업(01~03)","여자","500~999인",-,224,0,0,217,7,-,0,0,0,0,0,-,0,0,0,0,0,-,247,0,0,247,0,-,352,0,0,352,0
"A.농업, 임업 및 어업(01~03)","여자","1000인이상",-,0,0,0,0,0,-,233,0,0,233,0,-,244,0,0,241,3,-,0,0,0,0,0,-,0,0,0,0,0
"B.광업(05~08)","계","전규모",969,13207,184,153,12231,639,976,13426,173,236,12239,778,895,12859,152,132,11925,650,1035,12386,187,189,11231,779,1015,12541,129,142,11414,856
"B.광업(05~08)","계","1~4인",389,954,119,42,651,142,392,983,116,44,661,162,325,768,90,28,545,105,496,1132,140,107,727,158,500,1175,83,40,929,123
"B.광업(05~08)","계","5~9인",252,1764,46,13,1529,176,205,1391,34,30,1151,176,225,1531,47,36,1239,209,204,1343,31,12,1132,168,176,1155,33,13,966,143
"B.광업(05~08)","계","10~29인",235,4307,16,35,4105,151,292,5130,22,53,4748,307,260,4568,14,21,4373,160,247,4321,12,25,4104,180,259,4548,10,27,4333,178
"B.광업(05~08)","계","30~49인",66,2482,3,24,2386,69,57,2175,1,34,2051,89,58,2195,1,24,2104,66,59,2233,4,29,2070,130,54,2053,3,20,1888,142
"B.광업(05~08)","계","50~99인",20,1354,0,39,1277,38,24,1596,0,75,1485,36,20,1281,0,23,1230,28,23,1515,0,16,1395,104,20,1392,0,42,1324,26
"B.광업(05~08)","계","100~199인",3,373,0,0,362,11,2,267,0,0,267,0,3,378,0,0,378,0,2,223,0,0,218,5,2,272,0,0,264,8
"B.광업(05~08)","계","200~299인",0,0,0,0,0,0,1,293,0,0,293,0,1,254,0,0,254,0,1,217,0,0,217,0,1,257,0,0,257,0
"B.광업(05~08)","계","300~499인",2,792,0,0,790,2,2,920,0,0,912,8,1,438,0,0,404,34,2,767,0,0,733,34,1,454,0,0,280,174
"B.광업(05~08)","계","500~999인",2,1181,0,0,1131,50,1,671,0,0,671,0,2,1446,0,0,1398,48,1,635,0,0,635,0,2,1235,0,0,1173,62
"B.광업(05~08)","계","1000인이상",0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.광업(05~08)","남자","전규모",-,11816,164,116,10987,549,-,11945,150,198,10942,655,-,11571,127,90,10776,578,-,11029,155,126,10047,701,-,11142,114,111,10168,749
"B.광업(05~08)","남자","1~4인",-,794,106,11,544,133,-,807,98,11,566,132,-,639,71,15,456,97,-,903,114,56,594,139,-,967,72,10,773,112
"B.광업(05~08)","남자","5~9인",-,1548,41,7,1343,157,-,1196,29,26,984,157,-,1322,41,19,1060,202,-,1161,25,12,968,156,-,982,29,13,803,137
"B.광업(05~08)","남자","10~29인",-,3810,14,35,3635,126,-,4518,22,52,4195,249,-,4066,14,9,3900,143,-,3819,12,24,3615,168,-,4018,10,26,3827,155
"B.광업(05~08)","남자","30~49인",-,2240,3,24,2156,57,-,1991,1,34,1872,84,-,2006,1,24,1921,60,-,2058,4,18,1921,115,-,1880,3,20,1746,111
"B.광업(05~08)","남자","50~99인",-,1296,0,39,1222,35,-,1475,0,75,1373,27,-,1215,0,23,1165,27,-,1431,0,16,1315,100,-,1324,0,42,1261,21
"B.광업(05~08)","남자","100~199인",-,365,0,0,354,11,-,263,0,0,263,0,-,368,0,0,368,0,-,219,0,0,214,5,-,266,0,0,258,8
"B.광업(05~08)","남자","200~299인",-,0,0,0,0,0,-,284,0,0,284,0,-,247,0,0,247,0,-,211,0,0,211,0,-,251,0,0,251,0
"B.광업(05~08)","남자","300~499인",-,769,0,0,769,0,-,767,0,0,761,6,-,298,0,0,280,18,-,617,0,0,599,18,-,437,0,0,273,164
"B.광업(05~08)","남자","500~999인",-,994,0,0,964,30,-,644,0,0,644,0,-,1410,0,0,1379,31,-,610,0,0,610,0,-,1017,0,0,976,41
"B.광업(05~08)","남자","1000인이상",-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0
"B.광업(05~08)","여자","전규모",-,1391,20,37,1244,90,-,1481,23,38,1297,123,-,1288,25,42,1149,72,-,1357,32,63,1184,78,-,1399,15,31,1246,107
"B.광업(05~08)","여자","1~4인",-,160,13,31,107,9,-,176,18,33,95,30,-,129,19,13,89,8,-,229,26,51,133,19,-,208,11,30,156,11
"B.광업(05~08)","여자","5~9인",-,216,5,6,186,19,-,195,5,4,167,19,-,209,6,17,179,7,-,182,6,0,164,12,-,173,4,0,163,6
"B.광업(05~08)","여자","10~29인",-,497,2,0,470,25,-,612,0,1,553,58,-,502,0,12,473,17,-,502,0,1,489,12,-,530,0,1,506,23
"B.광업(05~08)","여자","30~49인",-,242,0,0,230,12,-,184,0,0,179,5,-,189,0,0,183,6,-,175,0,11,149,15,-,173,0,0,142,31
"B.광업(05~08)","여자","50~99인",-,58,0,0,55,3,-,121,0,0,112,9,-,66,0,0,65,1,-,84,0,0,80,4,-,68,0,0,63,5
"B.광업(05~08)","여자","100~199인",-,8,0,0,8,0,-,4,0,0,4,0,-,10,0,0,10,0,-,4,0,0,4,0,-,6,0,0,6,0
"B.광업(05~08)","여자","200~299인",-,0,0,0,0,0,-,9,0,0,9,0,-,7,0,0,7,0,-,6,0,0,6,0,-,6,0,0,6,0
"B.광업(05~08)","여자","300~499인",-,23,0,0,21,2,-,153,0,0,151,2,-,140,0,0,124,16,-,150,0,0,134,16,-,17,0,0,7,10
"B.광업(05~08)","여자","500~999인",-,187,0,0,167,20,-,27,0,0,27,0,-,36,0,0,19,17,-,25,0,0,25,0,-,218,0,0,197,21
"B.광업(05~08)","여자","1000인이상",-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,0
"C.제조업(10~34)","계","전규모",296242,3931001,170371,56696,3439988,263946,302086,3940319,172078,62349,3442805,263087,285805,3763370,150752,42778,3356569,213271,306959,3835472,153154,34703,3460808,186807,317666,3919575,156350,35133,3520563,207529
"C.제조업(10~34)","계","1~4인",135960,394509,100155,27678,199075,67601,139326,400792,102164,25109,195989,77530,138865,373259,93133,14963,219567,45596,158589,418743,99361,9937,268231,41214,167075,447713,99265,10338,292807,45303
"C.제조업(10~34)","계","5~9인",91162,620375,54747,11246,453376,101006,92867,624634,55381,18757,468832,81664,77456,511889,43930,10819,397376,59764,76413,493124,39641,6572,402060,44851,74161,477725,41774,6432,384112,45407
"C.제조업(10~34)","계","10~29인",47621,786358,13783,7988,725043,39544,48242,792254,12902,7548,732114,39690,49018,798205,12237,6254,740040,39674,51747,834326,12874,8777,775987,36688,55666,886513,14002,8927,818970,44614
"C.제조업(10~34)","계","30~49인",10654,401892,1183,2912,382498,15299,10874,411251,1185,3327,388930,17809,10209,386171,1077,2737,366559,15798,9945,375730,941,2624,358097,14068,10426,393115,956,2493,373807,15859
"C.제조업(10~34)","계","50~99인",6824,468000,427,4683,449233,13657,6695,457624,373,4575,436995,15681,6182,424859,315,4985,402810,16749,6258,430382,283,4350,411172,14577,6291,429943,299,4264,408357,17023
"C.제조업(10~34)","계","100~199인",2658,364815,69,1851,355356,7539,2698,370930,61,2274,357820,10775,2635,361301,51,2140,347622,11488,2551,349767,46,1937,337906,9878,2615,357520,49,2131,344999,10341
"C.제조업(10~34)","계","200~299인",686,165281,6,248,160430,4597,700,169099,9,281,164104,4705,725,175451,6,506,169190,5749,721,174132,6,238,168942,4946,689,165970,4,234,161540,4192
"C.제조업(10~34)","계","300~499인",354,134191,0,23,129893,4275,368,139680,2,67,135501,4110,391,146876,2,341,140901,5632,417,158040,2,192,152374,5472,422,159999,1,281,155083,4634
"C.제조업(10~34)","계","500~999인",200,134719,1,60,130944,3714,197,134450,1,411,130282,3756,200,134403,1,20,129968,4414,189,128361,0,76,124425,3860,198,135220,0,32,131429,3759
"C.제조업(10~34)","계","1000인이상",123,460861,0,7,454140,6714,119,439605,0,0,432238,7367,124,450956,0,13,442536,8407,129,472867,0,0,461614,11253,123,465857,0,1,449459,16397
"C.제조업(10~34)","남자","전규모",-,2933347,134201,27902,2612783,158461,-,2950837,132817,30885,2626900,160235,-,2813128,118157,23948,2541122,129901,-,2863702,118483,18994,2609707,116518,-,2928497,119526,18800,2659083,131088
"C.제조업(10~34)","남자","1~4인",-,278072,78709,11296,147406,40661,-,274710,78201,10306,142754,43449,-,264272,72890,7015,157211,27156,-,294943,76070,4322,190270,24281,-,320054,75461,4131,212794,27668
"C.제조업(10~34)","남자","5~9인",-,437037,42569,4741,332684,57043,-,445269,42451,8220,346000,48598,-,355954,33784,5162,284502,32506,-,343779,30607,2860,286260,24052,-,330068,31506,2788,270923,24851
"C.제조업(10~34)","남자","10~29인",-,566313,11442,3854,528510,22507,-,574018,10735,3645,536495,23143,-,576797,10199,3210,539688,23700,-,600611,10672,4530,563009,22400,-,637235,11402,4181,594425,27227
"C.제조업(10~34)","남자","30~49인",-,296443,1029,2089,283587,9738,-,304619,1030,2236,289682,11671,-,285230,951,2039,271752,10488,-,275880,833,1623,264000,9424,-,287900,838,1779,274787,10496
"C.제조업(10~34)","남자","50~99인",-,345989,379,3942,333220,8448,-,340005,331,3791,325529,10354,-,313063,277,4114,297755,10917,-,316481,250,3563,303119,9549,-,317295,267,3636,302445,10947
"C.제조업(10~34)","남자","100~199인",-,276400,67,1728,269852,4753,-,282909,58,2075,273302,7474,-,276300,48,1799,266460,7993,-,266222,43,1729,257437,7013,-,270171,47,1989,261225,6910
"C.제조업(10~34)","남자","200~299인",-,126593,5,197,123215,3176,-,131145,8,143,127593,3401,-,134549,5,431,130885,3228,-,135589,6,161,132001,3421,-,130576,4,62,127445,3065
"C.제조업(10~34)","남자","300~499인",-,108343,0,14,104639,3690,-,113488,2,58,110148,3280,-,117410,2,156,113076,4176,-,125500,2,179,121549,3770,-,129937,1,218,126755,2963
"C.제조업(10~34)","남자","500~999인",-,111757,1,39,108865,2852,-,110672,1,411,107590,2670,-,110256,1,9,107254,2992,-,106013,0,27,102985,3001,-,110656,0,15,107932,2709
"C.제조업(10~34)","남자","1000인이상",-,386400,0,2,380805,5593,-,374002,0,0,367807,6195,-,379297,0,13,372539,6745,-,398684,0,0,389077,9607,-,394605,0,1,380352,14252
"C.제조업(10~34)","여자","전규모",-,997654,36170,28794,827205,105485,-,989482,39261,31464,815905,102852,-,950242,32595,18830,815447,83370,-,971770,34671,15709,851101,70289,-,991078,36824,16333,861480,76441
"C.제조업(10~34)","여자","1~4인",-,116437,21446,16382,51669,26940,-,126082,23963,14803,53235,34081,-,108987,20243,7948,62356,18440,-,123800,23291,5615,77961,16933,-,127659,23804,6207,80013,17635
"C.제조업(10~34)","여자","5~9인",-,183338,12178,6505,120692,43963,-,179365,12930,10537,122832,33066,-,155935,10146,5657,112874,27258,-,149345,9034,3712,115800,20799,-,147657,10268,3644,113189,20556
"C.제조업(10~34)","여자","10~29인",-,220045,2341,4134,196533,17037,-,218236,2167,3903,195619,16547,-,221408,2038,3044,200352,15974,-,233715,2202,4247,212978,14288,-,249278,2600,4746,224545,17387
"C.제조업(10~34)","여자","30~49인",-,105449,154,823,98911,5561,-,106632,155,1091,99248,6138,-,100941,126,698,94807,5310,-,99850,108,1001,94097,4644,-,105215,118,714,99020,5363
"C.제조업(10~34)","여자","50~99인",-,122011,48,741,116013,5209,-,117619,42,784,111466,5327,-,111796,38,871,105055,5832,-,113901,33,787,108053,5028,-,112648,32,628,105912,6076
"C.제조업(10~34)","여자","100~199인",-,88415,2,123,85504,2786,-,88021,3,199,84518,3301,-,85001,3,341,81162,3495,-,83545,3,208,80469,2865,-,87349,2,142,83774,3431
"C.제조업(10~34)","여자","200~299인",-,38688,1,51,37215,1421,-,37954,1,138,36511,1304,-,40902,1,75,38305,2521,-,38543,0,77,36941,1525,-,35394,0,172,34095,1127
"C.제조업(10~34)","여자","300~499인",-,25848,0,9,25254,585,-,26192,0,9,25353,830,-,29466,0,185,27825,1456,-,32540,0,13,30825,1702,-,30062,0,63,28328,1671
"C.제조업(10~34)","여자","500~999인",-,22962,0,21,22079,862,-,23778,0,0,22692,1086,-,24147,0,11,22714,1422,-,22348,0,49,21440,859,-,24564,0,17,23497,1050
"C.제조업(10~34)","여자","1000인이상",-,74461,0,5,73335,1121,-,65603,0,0,64431,1172,-,71659,0,0,69997,1662,-,74183,0,0,72537,1646,-,71252,0,0,69107,2145
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","전규모",1806,64850,81,104,63617,1048,1911,66225,62,111,65364,688,1904,66663,73,119,65249,1222,1918,67295,50,104,66232,909,1813,68747,46,85,68067,549
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","1~4인",917,1969,56,30,1802,81,961,1782,41,31,1642,68,1001,1648,53,37,1470,88,981,1792,31,21,1685,55,910,1632,25,10,1576,21
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","5~9인",269,1766,13,14,1692,47,278,1747,8,24,1656,59,267,1711,5,20,1643,43,279,1770,6,16,1712,36,236,1540,3,4,1508,25
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","10~29인",180,3361,6,5,3237,113,213,3745,8,15,3622,100,179,3141,11,13,2986,131,196,3291,7,24,3167,93,187,3167,10,13,3096,48
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","30~49인",150,5907,3,21,5808,75,148,5777,3,22,5684,68,146,5680,1,6,5586,87,142,5477,2,34,5348,93,146,5704,2,49,5577,76
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","50~99인",171,12041,3,34,11792,212,190,13327,2,19,13206,100,191,13570,3,43,13264,260,199,13872,4,5,13706,157,207,14590,5,8,14449,128
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","100~199인",53,7525,0,0,7474,51,56,7749,0,0,7707,42,52,7373,0,0,7150,223,53,7408,0,3,7381,24,60,8157,1,0,8089,67
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","200~299인",31,7188,0,0,6894,294,29,6847,0,0,6770,77,32,7308,0,0,7225,83,36,8593,0,1,8518,74,34,8255,0,1,8213,41
"D.전기, 가스, 증기 및 공기 조절 공급업(35)","계","300~499인",21,8004,0,0,7931,73,22,8448,0,0,8427,21,23,9138,0,0,9000,138,18,7356,0,0,7288,68,16,6208,0,0,6186,22
