id,mbti_personality
225501924,infp
165787205,infp
19017346,infp
118628464,infp
21377813,infp
205099651,infp
972336179977834496,infp
610163421,infp
774875665,infp
251685811,infp
2986002810,infp
2230247803,infp
19852276,infp
4098831858,infp
1117545750,infp
88762109,infp
725143482243796992,infp
2194248326,infp
18400978,infp
144155113,infp
985344792,infp
803844194,infp
800740202541031424,infp
212697407,infp
15615098,infp
3338178407,infp
847832035,infp
2388444205,infp
211284288,infp
3260742578,infp
443469553,infp
2832133914,infp
36590613,infp
14075135,infp
75210343,infp
2172434708,infp
912900908555653120,infp
832031373695315969,infp
149618115,infp
474931506,infp
1087035197651075074,infp
710555871915450368,infp
119668385,infp
3614971935,infp
23480887,infp
1414327477,infp
509412243,infp
928099471455485952,infp
546366428,infp
7263602,infp
782556031712956416,infp
1062397050,infp
3122145642,infp
56613098,infp
298201756,infp
15900326,infp
29410329,infp
15918509,infp
16181850,infp
1593511969,infp
16973406,infp
371646326,infp
2258223979,infp
16735395,infp
84222473,infp
2989599419,infp
53644053,infp
1257758221,infp
465815346,infp
176308191,infp
2726670391,infp
2936512616,infp
760146242244636672,infp
34561617,infp
22640849,infp
2546141375,infp
3065128480,infp
846875235093794817,infp
14597351,infp
14277464,infp
700805247543992320,infp
918882245578055681,infp
16500697,infp
376929798,infp
1033707782,infp
3029424012,infp
15442853,infp
72845362,infp
21164991,infp
323961458,infp
37849864,infp
14568637,infp
22268814,infp
17250291,infp
4303869256,infp
16588866,infp
226679740,infp
324624156,infp
23101159,infp
16844074,infp
1239899076,infp
97262142,infp
393885443,infp
574855688,infp
15963054,infp
82813045,infp
260496655,infp
2291851172,infp
2680574017,infp
31561041,infp
717130667520208896,infp
51363110,infp
33764287,infp
111503402,infp
67154681,infp
20691309,infp
3398839803,infp
516740119,infp
46350300,infp
47708894,infp
1343086021,infp
1931516048,infp
8857792,infp
19864386,infp
1170394190,infp
47032714,infp
89157021,infp
25832202,infp
15799383,infp
37411945,infp
800986361251721216,infp
585415651,infp
221150567,infp
222004586,infp
174629833,infp
19659682,infp
2944526074,infp
1182557120,infp
4888752173,infp
14294793,infp
1849549172,infp
719028691762876416,infp
14128866,infp
269573457,infp
2279200929,infp
67247605,infp
29365544,infp
11611232,infp
23828419,infp
51066906,infp
110026765,infp
1176906397,infp
2347710324,infp
23347398,infp
760820757647724545,infp
34799724,infp
36332281,infp
776070518025977856,infp
349404708,infp
2816543621,infp
254541203,infp
50013800,infp
926949357294940160,infp
1080141636,infp
1584914886,infp
105035441,infp
17335247,infp
2273173215,infp
2442053450,infp
218821430,infp
203410283,infp
129853746,infp
4700842215,infp
961337251144716288,infp
21368837,infp
451870996,infp
128473550,infp
282778426,infp
1024583368921546753,infp
3146218109,infp
1287271380,infp
66988131,infp
3579120562,infp
715497026,infp
91358337,infp
786771,infp
37688824,infp
1058410079639072768,infp
6882312,infp
1881640417,infp
3016352509,infp
46858606,infp
1262517900,infp
6016732,infp
3309651997,infp
492417449,infp
806605918800486401,infp
3135474604,infp
304148685,infp
26939090,infp
35029140,infp
859622936,infp
54396646,infp
213158344,infp
222680647,infp
222299345,infp
964237553346994177,infp
2418197455,infp
193527368,infp
568570290,infp
17881097,infp
712408483,infp
1579770199,infp
258443410,infp
22841261,infp
479320703,infp
65340443,infp
1102300825207083009,infp
895669692374712321,infp
19750878,infp
289130945,infp
782987339425603584,infp
939605172,infp
36915901,infp
15932276,infp
1034150674186031111,infp
37862936,infp
81619467,infp
44366743,infp
2692449739,infp
21252532,infp
24398302,infp
1276965817,infp
158984836,infp
2526101137,infp
1080448694414131201,infp
14575481,infp
993247972099022849,infp
23725004,infp
2974164754,infp
156540817,infp
19816685,infp
1009196004858621953,infp
30078184,infp
4484969789,infp
18909428,infp
836386225040678912,infp
213237883,infp
3340242313,infp
2499949643,infp
1207408585,infp
707694125454196736,infp
1079500796457308161,infp
61268921,infp
430866845,infp
4724381125,infp
105148088,infp
4819908609,infp
55917719,infp
207209450,infp
40689653,infp
9208552,infp
292020434,infp
2920619140,infp
71414569,infp
861986568566960128,infp
4594932924,infp
518903347,infp
41539600,infp
2704112210,infp
4264738096,infp
21272876,infp
27988407,infp
1031965927,infp
18483247,infp
378421052,infp
49027317,infp
3241635122,infp
865040700894662656,infp
831984283430580224,infp
29023035,infp
1008047515713732608,infp
99765138,infp
763637696313036800,infp
1102223468932853762,infp
48795503,infp
1263349326,infp
89455020,infp
131508425,infp
15480885,infp
49076349,infp
958303685557157888,infp
2949475111,infp
1521791,infp
3120732363,infp
2843796868,infp
1001041357035786241,infp
292446376,infp
3004566816,infp
307577450,infp
278230935,infp
940595021165809669,infp
1607906533,infp
786641479917772801,infp
92871957,infp
634568124,infp
884803593412513793,infp
2258228634,infp
4046674336,infp
346294862,infp
32590254,infp
16607908,infp
49986029,infp
2879858068,infp
6582382,infp
1057596327515828225,infp
1135721056176693249,infp
137368540,infp
1040163558410084352,infp
1149747402,infp
2351903394,infp
499047890,infp
4396259302,infp
19306874,infp
17498609,infp
236449632,infp
829361935867052032,infp
16206631,infp
2793881276,infp
844168762945343488,infp
88623846,infp
2466564308,infp
3333153148,infp
1675931311,infp
3183918071,infp
14176585,infp
630899499,infp
68898419,infp
122056036,infp
578285074,infp
343068712,infp
27954330,infp
1139536161301397504,infp
269300051,infp
738762251679584256,infp
1066884882121613317,infp
41200735,infp
16358723,infp
187025357,infp
3179207023,infp
3327203289,infp
145956538,infp
930827715506245632,infp
45358131,infp
155991351,infp
3432299781,infp
194789899,infp
376175166,infp
181849055,infp
903971401,infp
832503892269158400,infp
494486938,infp
1922426912,infp
214137228,infp
788446407690555392,infp
943608648907051012,infp
2874707619,infp
225240516,infp
184416445,infp
2455406011,infp
1061293410567380992,infp
29599584,infp
18363593,infp
2223298220,infp
1141821206074667008,infp
397092803,infp
389697804,infp
869733510256369664,infp
63608756,infp
827277681263726594,infp
258029149,infp
4109400499,infp
430507728,infp
31277457,infp
225139989,infp
2758844212,infp
18464634,infp
1390383883,infp
410936408,infp
50295612,infp
1857186037,infp
216829894,infp
711761809,infp
816050447962296320,infp
99871983,infp
69455489,infp
75717825,infp
1138562112895066112,infp
1020879985,infp
700447833036607488,infp
4777224753,infp
504345097,infp
19544414,infp
1052594287383216128,infp
956004158,infp
16041521,infp
931399520352694272,infp
6676812,infp
985997635009040385,infp
328525180,infp
2786853190,infp
1031159027990978560,infp
3074574717,infp
990350744984391680,infp
102258551,infp
14935918,infp
1213731913,infp
81349986,infp
24548029,infp
1491257526,infp
2409412118,infp
1076323702348763137,infp
595445552,infp
224830762,infp
346326026,infp
34101309,infp
261778164,infp
3291083785,infp
2468434812,infp
2503621444,infp
769250851,infp
2374417530,infp
1100639837936177152,infp
1103372095,infp
63669863,infp
2178768699,infp
3234307992,infp
85658736,infp
845361177228140544,infp
3112224443,infp
28040730,infp
22905245,infp
4903688046,infp
1436834545,infp
2569929450,infp
3293110604,infp
289502898,infp
14714007,infp
2335400172,infp
1000954213415841792,infp
985652434612695046,infp
946635544838246400,infp
14355009,infp
10952802,infp
1055631130077155330,infp
733417760953262082,infp
1067297078986997761,infp
9162712,infp
946829109715283968,infp
1920218792,infp
29496847,infp
5946592,infp
176218060,infp
3953469012,infp
2583350124,infp
432955507,infp
257421104,infp
886246243114115075,infp
235126574,infp
1095708062445432833,infp
20578443,infp
3030718712,infp
19198174,infp
16294262,infp
14349030,infp
1130928661664866305,infp
17934442,infp
295290110,infp
325811722,infp
67663405,infp
1973192804,infp
3300410099,infp
75030348,infp
63004433,infp
49956458,infp
121629763,infp
67938282,infp
2551290204,infp
2340520843,infp
1105862943755759617,infp
15356455,infp
1002468904160067585,infp
3399028152,infp
936468999784644609,infp
215749488,infp
381648937,infp
2353373210,infp
1051196616609271810,infp
3160117410,infp
14085457,infp
798026002349727744,infp
738111881911644160,infp
22540608,infp
190161457,infp
1007857970535804928,infp
2466658572,infp
14325397,infp
2962839153,infp
828328097141424129,infp
1096163535002963968,infp
372951420,infp
44267628,infp
29724083,infp
793680992280121344,infp
935956694,infp
845421155834056708,infp
265159673,infp
21748920,infp
814093748498038784,infp
55376301,infp
871351672961982464,infp
102542738,infp
130414346,infp
543874796,infp
521871064,infp
179226473,infp
1107416026889613312,infp
264356926,infp
1242682988,infp
14747145,infp
782760354480791552,infp
282111831,infp
339632791,infp
1046500507433357313,infp
16522603,infp
160417283,infp
1947317701,infp
14283356,infp
13458022,infp
926172202315210752,infp
17138424,infp
21793905,infp
44829563,infp
746202921595895810,infp
22844942,infp
1146891333837004801,infp
891922523025096704,infp
1018799674726277120,infp
311114081,infp
3006768601,infp
472736425,infp
14410357,infp
132583377,infp
608601359,infp
713779973241352192,infp
595925154,infp
35541141,infp
2692907773,infp
882447074951909380,infp
1076169620749467648,infp
1102368841198268416,infp
758417930,infp
1038506145621729280,infp
1522761336,infp
56463610,infp
426720007,infp
832780468491673600,infp
190271772,infp
1058805585410514945,infp
893900539083313152,infp
582350932,infp
473363790,infp
348414917,infp
31254511,infp
1122656116029251586,infp
130010650,infp
2293805898,infp
294106483,infp
2657724193,infp
991216917980397568,infp
320746821,infp
50305181,infp
989581407042220033,infp
707279034535780352,infp
1062168526855831553,infp
386530333,infp
990907858635063297,infp
1046355508846841856,infp
722885865475694592,infp
255686744,infp
26086616,infp
256296032,infp
737868807331577857,infp
2547320100,infp
1136316522,infp
405208498,infp
1031293856329949184,infp
20912674,infp
2575295917,infp
76868020,infp
566399388,infp
26935771,infp
957632967819620353,infp
1522325390,infp
2471370733,infp
3664575435,infp
697433,infp
908458859831939073,infp
751297038176821249,infp
988732400128507905,infp
1119955700220928000,infp
1029454884041646081,infp
33438560,infp
228937141,infp
915281568553488386,infp
3012877999,infp
3188545027,infp
742489279599771649,infp
2300496327,infp
4244217134,infp
1626122004,infp
953450740005134336,infp
1902107767,infp
22590209,infp
1700946428,infp
465939877,infp
1032306215928385536,infp
192489287,infp
1133431940743176193,infp
1120736395788783616,infp
3288023443,infp
2376758281,infp
1105716817518100487,infp
1111774676378943488,infp
1105955804648259586,infp
1003508189223104512,infp
28731545,infp
1063668477871960064,infp
1026975602882932737,infp
1001627508691881985,infp
1614883178,infp
16712696,infp
1014319024199651333,infp
114226782,infp
829381854868430848,infp
131504941,infp
3300538918,infp
471198010,infp
3403218160,infp
1018696571603410945,infp
971461506738003968,infp
12444,infp
1429805563,infp
596905770,infp
3431193771,infp
4042470256,infp
1046592667986145282,infp
1141136499368321024,infp
822012588481515520,infp
1029558119989301252,infp
1048302364791398401,infp
1089930985939046401,infp
1175158216495382528,infp
1385024064,infp
1214886103,infp
950765113211957249,infp
30780225,infp
964261563921305600,infp
763786846102958081,infp
889501389856157698,infp
930538690358726656,infp
30666782,infp
1069911613552115713,infp
418555917,infp
875419014448771072,infp
796257487766712320,infp
881303585044254720,infp
968840891883376640,infp
1114951173537030144,infp
1031665481957167104,infp
1149488038206042114,infp
1121791471437279232,infp
4260519614,infp
1109585383589851140,infp
1114645347614318592,infp
18645048,infp
10825082,infp
865371578631995392,infp
89784243,infp
1068170528685473792,infp
1117828009338245121,infp
710233992511893504,infp
1066196509295808512,infp
852051198043496448,infp
547224190,infp
260066978,enfp
98221214,enfp
14413604,enfp
277170191,enfp
30767630,enfp
340726004,enfp
40026554,enfp
347416180,enfp
25776263,enfp
124920374,enfp
8491572,enfp
2156375305,enfp
46994377,enfp
2458114348,enfp
17018770,enfp
264719430,enfp
20159794,enfp
3106772742,enfp
54039117,enfp
835949124,enfp
90392909,enfp
29925662,enfp
387055923,enfp
271179703,enfp
22823889,enfp
137089082,enfp
24553921,enfp
15134952,enfp
560532544,enfp
22544470,enfp
147020776,enfp
18567416,enfp
593806376,enfp
821873539,enfp
278755526,enfp
124655863,enfp
241307402,enfp
197237126,enfp
38138436,enfp
18353495,enfp
29225483,enfp
566852387,enfp
52698864,enfp
136238655,enfp
405208716,enfp
17322991,enfp
257644524,enfp
32167968,enfp
270533886,enfp
437381501,enfp
1668404257,enfp
59866544,enfp
30863142,enfp
113570396,enfp
249435544,enfp
160123913,enfp
48115899,enfp
76980539,enfp
541448469,enfp
1242253442,enfp
3334585858,enfp
123169324,enfp
3019010370,enfp
131295192,enfp
21899238,enfp
139876371,enfp
19586260,enfp
5660312,enfp
17447402,enfp
46965975,enfp
2654,enfp
21733928,enfp
248477609,enfp
229018858,enfp
311754991,enfp
52148898,enfp
51049990,enfp
719171874,enfp
127615653,enfp
256141255,enfp
24855881,enfp
349190771,enfp
716100448483041282,enfp
2374432188,enfp
33621890,enfp
48457805,enfp
2252599692,enfp
115513801,enfp
35832409,enfp
182564383,enfp
37431624,enfp
187195354,enfp
23659945,enfp
50036475,enfp
794089004,enfp
34877631,enfp
280489373,enfp
67261403,enfp
470065454,enfp
22123108,enfp
3430388903,enfp
384187207,enfp
71762577,enfp
12748342,enfp
339254611,enfp
1701543709,enfp
589596296,enfp
155548343,enfp
38593698,enfp
228897489,enfp
3139959816,enfp
116588460,enfp
40754869,enfp
830946630819991552,enfp
70951712,enfp
16915480,enfp
1023580412659097600,enfp
740056932,enfp
138741007,enfp
46186432,enfp
91285445,enfp
14594582,enfp
1599332040,enfp
348815866,enfp
47067063,enfp
218171152,enfp
18585652,enfp
283768539,enfp
382148158,enfp
791125,enfp
160238168,enfp
335577548,enfp
1056372859579305985,enfp
124623374,enfp
410100700,enfp
44138598,enfp
3100631405,enfp
838482313134559232,enfp
1306403996,enfp
101161407,enfp
930637983052652545,enfp
92344629,enfp
15278583,enfp
3349867499,enfp
538524241,enfp
50595242,enfp
2505325850,enfp
14467888,enfp
573130390,enfp
957560260960514048,enfp
99736423,enfp
31056817,enfp
152562890,enfp
18727110,enfp
1177257806,enfp
499791245,enfp
27241029,enfp
444372068,enfp
23364972,enfp
17047265,enfp
21683337,enfp
17957696,enfp
89953236,enfp
3383326797,enfp
113952810,enfp
1542922561,enfp
145825868,enfp
320375518,enfp
722160385,enfp
134751590,enfp
253933802,enfp
35265809,enfp
42071780,enfp
472727922,enfp
151173451,enfp
16403267,enfp
785303622,enfp
948157358,enfp
174554149,enfp
601914161,enfp
68399281,enfp
1281426013,enfp
15522938,enfp
61173084,enfp
564937034,enfp
21599186,enfp
490873127,enfp
98466235,enfp
827740895659249665,enfp
4642262178,enfp
1613428460,enfp
309335946,enfp
47281390,enfp
415272861,enfp
42026334,enfp
2305353379,enfp
35497434,enfp
39983048,enfp
13966982,enfp
86232435,enfp
33632599,enfp
74733407,enfp
28824413,enfp
26512057,enfp
108435264,enfp
256458028,enfp
212796857,enfp
212405960,enfp
748912927151882240,enfp
63927855,enfp
1539471,enfp
26448372,enfp
1002648904213630976,enfp
32264631,enfp
2957929346,enfp
38757830,enfp
15953169,enfp
579961180,enfp
318470084,enfp
41292290,enfp
301386386,enfp
62465415,enfp
197275987,enfp
29997860,enfp
25828079,enfp
1033089243197964288,enfp
344737041,enfp
144880324,enfp
65399190,enfp
370508825,enfp
15250690,enfp
328249744,enfp
330070021,enfp
57380289,enfp
1290219224,enfp
31677020,enfp
3089128954,enfp
196506836,enfp
271646300,enfp
19259412,enfp
2860210808,enfp
182266272,enfp
52819570,enfp
866382668,enfp
850521348061495296,enfp
197867309,enfp
2292111114,enfp
401350043,enfp
917794632,enfp
35497172,enfp
122765469,enfp
19614883,enfp
22124507,enfp
18005943,enfp
16535455,enfp
265651109,enfp
64603145,enfp
53416137,enfp
323494385,enfp
18178390,enfp
39334868,enfp
260835663,enfp
1595486762,enfp
162207748,enfp
1607119284,enfp
3954330974,enfp
933308161,enfp
100622447,enfp
15883819,enfp
384358195,enfp
33152062,enfp
303597232,enfp
98731464,enfp
146239589,enfp
760146922615279616,enfp
48287979,enfp
278782475,enfp
579175256,enfp
14218895,enfp
16551948,enfp
17567460,enfp
489052291,enfp
24349355,enfp
1480875494,enfp
191374108,enfp
226009695,enfp
285323254,enfp
447299930,enfp
38583581,enfp
311082399,enfp
15755658,enfp
926135708,enfp
21812653,enfp
57997050,enfp
879939061288456192,enfp
388501902,enfp
109428798,enfp
631443535,enfp
200284602,enfp
721102363,enfp
284368747,enfp
1063970924343566337,enfp
238460856,enfp
14120380,enfp
55050807,enfp
878012930322821120,enfp
16980254,enfp
220220703,enfp
221311859,enfp
96061188,enfp
24273188,enfp
22840740,enfp
139761115,enfp
208122546,enfp
2506920976,enfp
4691679558,enfp
2470443351,enfp
796246185216536585,enfp
22973597,enfp
19073591,enfp
409729256,enfp
191306541,enfp
981975334634639361,enfp
1071776443963752448,enfp
38892337,enfp
346313839,enfp
14507218,enfp
21074399,enfp
77321698,enfp
742100528247635968,enfp
82319652,enfp
19140187,enfp
9000,enfp
72245696,enfp
84772941,enfp
41524215,enfp
16610124,enfp
281874053,enfp
413822605,enfp
42530181,enfp
36157916,enfp
1429001815,enfp
74081624,enfp
145656960,enfp
24054713,enfp
16089567,enfp
40998625,enfp
105549208,enfp
22535895,enfp
51973042,enfp
7770012,enfp
19236133,enfp
51711163,enfp
21459492,enfp
74433484,enfp
103214418,enfp
235897888,enfp
877013825421103106,enfp
66581646,enfp
2578632936,enfp
68572781,enfp
48635461,enfp
59446121,enfp
4338724961,enfp
134133891,enfp
3315084812,enfp
29425291,enfp
15158985,enfp
15333914,enfp
191299953,enfp
43630388,enfp
49617368,enfp
7228752,enfp
23631393,enfp
26316503,enfp
18183604,enfp
21425448,enfp
115131307,enfp
169797727,enfp
244750433,enfp
2910208501,enfp
2360170082,enfp
3947538695,enfp
118613496,enfp
3304860757,enfp
994166094,enfp
34793688,enfp
323548484,enfp
948658119810396160,enfp
1703200027,enfp
829791702495985665,enfp
30586860,enfp
36611857,enfp
719219994039607297,enfp
808031448,enfp
287955452,enfp
15804156,enfp
47769966,enfp
35573652,enfp
19602299,enfp
724822242971017221,enfp
169177420,enfp
8346282,enfp
33215157,enfp
757278782,enfp
1455395760,enfp
194037858,enfp
108459046,enfp
3250993322,enfp
868340490,enfp
240667053,enfp
2957594294,enfp
57693,enfp
2173963345,enfp
71696074,enfp
27437502,enfp
58280344,enfp
40236763,enfp
22589806,enfp
358979090,enfp
2917680413,enfp
550127148,enfp
842042102695530503,enfp
18663492,enfp
250704352,enfp
11928642,enfp
722454931311976448,enfp
24784857,enfp
68294883,enfp
326995947,enfp
478622299,enfp
41761264,enfp
788464776192020482,enfp
29942979,enfp
47859655,enfp
783566520,enfp
533697166,enfp
16018133,enfp
263804041,enfp
25603718,enfp
588451166,enfp
39954533,enfp
41410173,enfp
155640993,enfp
19546337,enfp
11701622,enfp
69362359,enfp
114035637,enfp
839307230109384706,enfp
1311969643,enfp
31274574,enfp
29360502,enfp
1560575210,enfp
59747462,enfp
766048969,enfp
141990771,enfp
136077890,enfp
14585775,enfp
3361053262,enfp
3342197813,enfp
175996987,enfp
74954939,enfp
20784132,enfp
263304911,enfp
848894699452731392,enfp
524413140,enfp
192753114,enfp
538225381,enfp
1018239198560686080,enfp
353763913,enfp
25890506,enfp
14264482,enfp
25647446,enfp
3001104808,enfp
4185272601,enfp
57605167,enfp
409723050,enfp
36077905,enfp
1548440341,enfp
64550356,enfp
375816287,enfp
14590513,enfp
1915041229,enfp
246095967,enfp
383593354,enfp
7737162,enfp
132724433,enfp
88962049,enfp
528004943,enfp
978390884025798657,enfp
491135297,enfp
1393462298,enfp
990384591407140864,enfp
19769450,enfp
589372658,enfp
258186176,enfp
432080159,enfp
62724387,enfp
48288320,enfp
210623970,enfp
292724141,enfp
851099928663388160,enfp
16055182,enfp
36714126,enfp
17373619,enfp
37247637,enfp
2770754848,enfp
387610625,enfp
29825763,enfp
726573020962295809,enfp
18803900,enfp
30961356,enfp
120445164,enfp
3010978341,enfp
183258821,enfp
7758302,enfp
24701254,enfp
7643422,enfp
15837597,enfp
373747588,enfp
308795648,enfp
1000554103423062023,enfp
22529437,enfp
24489050,enfp
1109813680798158848,enfp
135037071,enfp
563276236,enfp
14831254,enfp
414546009,enfp
316830145,enfp
16097302,enfp
259480148,enfp
367392211,enfp
490698171,enfp
101638508,enfp
14209356,enfp
221635375,enfp
2493592334,enfp
42417331,enfp
25335297,enfp
3271236066,enfp
383102597,enfp
252178532,enfp
57131680,enfp
17690992,enfp
987783622349459458,enfp
285144044,enfp
25641363,enfp
719354135,enfp
44163253,enfp
938837067181805569,enfp
876602292690014208,enfp
1878420602,enfp
293258710,enfp
794975868,enfp
804714190564945921,enfp
347786446,enfp
1040065587949580288,enfp
4703144636,enfp
259336577,enfp
18772638,enfp
136201784,enfp
365766613,enfp
1168182944,enfp
122481770,enfp
546283608,enfp
132371592,enfp
384546897,enfp
275000481,enfp
1896140246,enfp
1104169646,enfp
29397280,enfp
362027568,enfp
242550699,enfp
2400029858,enfp
120406146,enfp
27077522,enfp
299928894,enfp
707854593,enfp
255771703,enfp
2742725259,enfp
919493312347885568,enfp
249477545,enfp
513571820,enfp
3854011516,enfp
74529660,enfp
2835279267,enfp
954221536193298432,enfp
948316910,enfp
2809628519,enfp
535385921,enfp
165400503,enfp
63178306,enfp
16547407,enfp
1297481840,enfp
11999002,enfp
71379418,enfp
102171628,enfp
24834014,enfp
16515841,enfp
110075768,enfp
300073507,enfp
190425465,enfp
368449534,enfp
30116388,enfp
1057021724909129728,enfp
26074183,enfp
201931191,enfp
48226929,enfp
1146118965308977153,enfp
16663324,enfp
952678386,enfp
15505460,enfp
310571169,enfp
485829842,enfp
202767126,enfp
1024463266364497920,enfp
46782042,enfp
2796929687,enfp
1696403946,enfp
11498092,enfp
20558144,enfp
3918172875,enfp
400141670,enfp
1167362592,enfp
277626400,enfp
1213869768,enfp
19482004,enfp
48463057,enfp
34510792,enfp
729523837910417409,enfp
17089565,enfp
15455330,enfp
2967299860,enfp
232043091,enfp
47523334,enfp
1123176492,enfp
14082695,enfp
930516645990281218,enfp
270433593,enfp
216752037,enfp
209306686,enfp
792016639424393216,enfp
18246752,enfp
804213019639218176,enfp
71389951,enfp
890568801594613764,enfp
35969051,enfp
20404633,enfp
967791763426492416,enfp
1405999100,enfp
68297009,enfp
60614744,enfp
250333446,enfp
1474753812,enfp
21917172,enfp
71079871,enfp
89357468,enfp
19466017,enfp
201416066,enfp
391500240,enfp
344654521,enfp
840627103200616449,enfp
329849966,enfp
33422574,enfp
267969992,enfp
22200408,enfp
1900003537,enfp
150875605,enfp
833898775336853505,enfp
400472281,enfp
2917841387,enfp
723911720058523648,enfp
722992162720329728,enfp
13058092,enfp
22004144,enfp
713604185019785216,enfp
24775137,enfp
64281633,enfp
93255799,enfp
200405126,enfp
18354675,enfp
172818000,enfp
748126879,enfp
16488860,enfp
3131133730,enfp
868489287901167619,enfp
978026769260449792,enfp
781859370963435520,enfp
948035653153034240,enfp
17859769,enfp
14163024,enfp
19211966,enfp
5483362,enfp
31313157,enfp
15994492,enfp
3089277097,enfp
499448756,enfp
190464851,enfp
43975915,enfp
21126549,enfp
309344063,enfp
405599759,enfp
876173641,enfp
3364645671,enfp
47881760,enfp
2270638388,enfp
472904721,enfp
164766866,enfp
18197208,enfp
396965548,enfp
3244066078,enfp
14702696,enfp
547586344,enfp
18692659,enfp
40826799,enfp
947784431573651456,enfp
30687591,enfp
1636291176,enfp
183595732,enfp
1069087244655353856,enfp
200290296,enfp
45179470,enfp
267955813,enfp
735735626,enfp
275303487,enfp
548047639,enfp
102476377,enfp
524498090,enfp
884479134,enfp
17631483,enfp
1224063679,enfp
57135635,enfp
379401893,enfp
1075800540020400129,enfp
2743220670,enfp
739797434,enfp
23325989,enfp
17676238,enfp
21575710,enfp
38803452,enfp
15067811,enfp
15463092,enfp
3185548322,enfp
997937966998851584,enfp
242386449,enfp
2391139011,enfp
134731892,enfp
19677461,enfp
2970610162,enfp
21400592,enfp
809838661768515584,enfp
30045161,enfp
4082247255,enfp
947075870115610624,enfp
14367143,enfp
46108146,enfp
40083092,enfp
1013978289902415872,enfp
822184371020918785,enfp
397217072,enfp
449718180,enfp
2198811483,enfp
741578566094229504,enfp
1081364051853160448,enfp
1062843764660756480,enfp
805307020085596161,enfp
2601443425,enfp
412578831,enfp
833047704217333761,enfp
14608623,enfp
42965488,enfp
2535394478,enfp
21881673,enfp
1594007521,enfp
112327374,enfp
1283359159,enfp
2848142208,enfp
15664666,enfp
26300858,enfp
805843104,enfp
126206933,enfp
4634257348,enfp
1648285124,enfp
268443336,enfp
1048418090722242560,enfp
736029162939502592,enfp
14956668,enfp
910732590960668672,enfp
31323032,enfp
2372697132,enfp
14363146,enfp
792924054,enfp
17345408,enfp
250030823,enfp
39699994,enfp
799985925510098944,enfp
40180002,enfp
1327234472,enfp
67056235,enfp
49546204,enfp
14122695,enfp
110723408,enfp
948414813465493504,enfp
1082658929308401664,enfp
373412696,enfp
17013045,enfp
120608954,enfp
312239157,enfp
1309476937,enfp
15922358,enfp
69791235,enfp
