"행정구역별(시군구)","성별","연령별","항목","단위","2018 년","2019 년","2020 년","2021 년","2022 년",
"대구광역시","계","20~24세","형제자매·그 배우자","","3326","3135","3192","3107","2606",
"대구광역시","계","20~24세","형제자매의 자녀·그 배우자","","1113","1064","998","910","830",
"대구광역시","계","20~24세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"대구광역시","계","20~24세","기타 친·인척","","192","178","157","152","126",
"대구광역시","계","20~24세","기타 동거인","","718","771","794","955","952",
"대구광역시","계","25~29세","일반가구원","","152246","153660","155823","155277","150400",
"대구광역시","계","25~29세","가구주","","37700","40406","44624","48504","48165",
"대구광역시","계","25~29세","가구주의 배우자","","10397","9768","8983","7790","6567",
"대구광역시","계","25~29세","자녀","","94257","93299","91957","88155","85057",
"대구광역시","계","25~29세","자녀의 배우자","","615","528","386","320","285",
"대구광역시","계","25~29세","가구주의 부모","","X","X","X","X","X",
"대구광역시","계","25~29세","배우자의 부모","","X","X","X","X","X",
"대구광역시","계","25~29세","손자녀, 그 배우자","","","","1957","2007","2021",
"대구광역시","계","25~29세","친손자녀·그 배우자","","1466","1453","","","",
"대구광역시","계","25~29세","외손자녀·그 배우자","","554","606","","","",
"대구광역시","계","25~29세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","25~29세","조부모","","X","X","X","X","X",
"대구광역시","계","25~29세","형제자매·그 배우자","","3848","3912","4086","4202","4034",
"대구광역시","계","25~29세","형제자매의 자녀·그 배우자","","1492","1513","1414","1531","1404",
"대구광역시","계","25~29세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"대구광역시","계","25~29세","기타 친·인척","","260","293","285","330","286",
"대구광역시","계","25~29세","기타 동거인","","1654","1879","2129","2437","2581",
"대구광역시","계","30~34세","일반가구원","","133849","131876","131833","132776","136910",
"대구광역시","계","30~34세","가구주","","51568","51168","53125","56296","58674",
"대구광역시","계","30~34세","가구주의 배우자","","30839","29019","27937","26151","25076",
"대구광역시","계","30~34세","자녀","","44668","44896","43922","42747","44891",
"대구광역시","계","30~34세","자녀의 배우자","","1250","1065","852","694","623",
"대구광역시","계","30~34세","가구주의 부모","","X","X","X","X","X",
"대구광역시","계","30~34세","배우자의 부모","","X","X","X","X","X",
"대구광역시","계","30~34세","손자녀, 그 배우자","","","","635","643","726",
"대구광역시","계","30~34세","친손자녀·그 배우자","","495","487","","","",
"대구광역시","계","30~34세","외손자녀·그 배우자","","166","188","","","",
"대구광역시","계","30~34세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","30~34세","조부모","","X","X","X","X","X",
"대구광역시","계","30~34세","형제자매·그 배우자","","2779","2658","2660","2810","2934",
"대구광역시","계","30~34세","형제자매의 자녀·그 배우자","","762","811","824","1028","1114",
"대구광역시","계","30~34세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"대구광역시","계","30~34세","기타 친·인척","","165","186","201","225","229",
"대구광역시","계","30~34세","기타 동거인","","1154","1394","1674","2177","2639",
"대구광역시","계","35~39세","일반가구원","","175403","167239","155745","145840","136746",
"대구광역시","계","35~39세","가구주","","81476","78329","74593","71324","67309",
"대구광역시","계","35~39세","가구주의 배우자","","56900","53537","49272","45147","41068",
"대구광역시","계","35~39세","자녀","","29925","28681","26009","23731","22939",
"대구광역시","계","35~39세","자녀의 배우자","","1839","1636","1213","1024","877",
"대구광역시","계","35~39세","가구주의 부모","","X","X","X","X","X",
"대구광역시","계","35~39세","배우자의 부모","","X","X","X","X","X",
"대구광역시","계","35~39세","손자녀, 그 배우자","","","","202","209","207",
"대구광역시","계","35~39세","친손자녀·그 배우자","","157","157","","","",
"대구광역시","계","35~39세","외손자녀·그 배우자","","48","45","","","",
"대구광역시","계","35~39세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","35~39세","조부모","","X","X","X","X","X",
"대구광역시","계","35~39세","형제자매·그 배우자","","3545","3240","2765","2482","2261",
"대구광역시","계","35~39세","형제자매의 자녀·그 배우자","","386","425","442","465","485",
"대구광역시","계","35~39세","부모의 형제자매·그 배우자","","7","8","9","6","X",
"대구광역시","계","35~39세","기타 친·인척","","154","148","136","159","155",
"대구광역시","계","35~39세","기타 동거인","","962","1031","1101","1292","1442",
"대구광역시","계","40~44세","일반가구원","","178157","171737","171171","171694","172746",
"대구광역시","계","40~44세","가구주","","90491","87171","87940","88851","89613",
"대구광역시","계","40~44세","가구주의 배우자","","62723","60166","59498","59161","58862",
"대구광역시","계","40~44세","자녀","","18329","18222","18097","17907","18448",
"대구광역시","계","40~44세","자녀의 배우자","","1657","1441","1218","1062","1046",
"대구광역시","계","40~44세","가구주의 부모","","39","34","39","43","30",
"대구광역시","계","40~44세","배우자의 부모","","X","X","X","X","X",
"대구광역시","계","40~44세","손자녀, 그 배우자","","","","49","55","70",
"대구광역시","계","40~44세","친손자녀·그 배우자","","41","37","","","",
"대구광역시","계","40~44세","외손자녀·그 배우자","","8","12","","","",
"대구광역시","계","40~44세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","40~44세","조부모","","X","X","X","X","X",
"대구광역시","계","40~44세","형제자매·그 배우자","","3656","3376","3014","3025","2978",
"대구광역시","계","40~44세","형제자매의 자녀·그 배우자","","196","207","218","259","305",
"대구광역시","계","40~44세","부모의 형제자매·그 배우자","","40","31","29","28","24",
"대구광역시","계","40~44세","기타 친·인척","","116","134","123","146","146",
"대구광역시","계","40~44세","기타 동거인","","859","906","945","1156","1224",
"대구광역시","계","45~49세","일반가구원","","214862","209381","201025","190020","182164",
"대구광역시","계","45~49세","가구주","","117273","113791","109682","104079","99231",
"대구광역시","계","45~49세","가구주의 배우자","","76384","74044","71035","66687","63856",
"대구광역시","계","45~49세","자녀","","13397","13811","13384","12748","12835",
"대구광역시","계","45~49세","자녀의 배우자","","1438","1412","1154","1068","990",
"대구광역시","계","45~49세","가구주의 부모","","607","523","509","430","371",
"대구광역시","계","45~49세","배우자의 부모","","12","15","7","7","6",
"대구광역시","계","45~49세","손자녀, 그 배우자","","","","7","6","7",
"대구광역시","계","45~49세","친손자녀·그 배우자","","X","6","","","",
"대구광역시","계","45~49세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","45~49세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","45~49세","조부모","","X","X","X","X","X",
"대구광역시","계","45~49세","형제자매·그 배우자","","4234","4209","3768","3500","3347",
"대구광역시","계","45~49세","형제자매의 자녀·그 배우자","","107","126","113","118","128",
"대구광역시","계","45~49세","부모의 형제자매·그 배우자","","119","109","108","100","97",
"대구광역시","계","45~49세","기타 친·인척","","120","132","103","102","104",
"대구광역시","계","45~49세","기타 동거인","","1165","1201","1155","1175","1192",
"대구광역시","계","50~54세","일반가구원","","207995","210760","211264","213379","211908",
"대구광역시","계","50~54세","가구주","","120456","121327","122288","123183","122015",
"대구광역시","계","50~54세","가구주의 배우자","","73336","74251","73703","74072","73068",
"대구광역시","계","50~54세","자녀","","6191","6960","7446","8092","8824",
"대구광역시","계","50~54세","자녀의 배우자","","888","933","770","760","798",
"대구광역시","계","50~54세","가구주의 부모","","2271","2246","2152","2150","1985",
"대구광역시","계","50~54세","배우자의 부모","","87","87","78","69","44",
"대구광역시","계","50~54세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","계","50~54세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","계","50~54세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","50~54세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","50~54세","조부모","","X","X","X","X","X",
"대구광역시","계","50~54세","형제자매·그 배우자","","3295","3339","3236","3360","3451",
"대구광역시","계","50~54세","형제자매의 자녀·그 배우자","","47","57","59","57","70",
"대구광역시","계","50~54세","부모의 형제자매·그 배우자","","178","170","151","182","171",
"대구광역시","계","50~54세","기타 친·인척","","127","146","107","110","106",
"대구광역시","계","50~54세","기타 동거인","","1117","1243","1274","1344","1376",
"대구광역시","계","55~59세","일반가구원","","212511","208452","203787","196660","194919",
"대구광역시","계","55~59세","가구주","","126374","124210","122022","117995","116899",
"대구광역시","계","55~59세","가구주의 배우자","","72998","71290","69507","66204","65566",
"대구광역시","계","55~59세","자녀","","2960","3071","3052","3198","3427",
"대구광역시","계","55~59세","자녀의 배우자","","528","501","440","413","458",
"대구광역시","계","55~59세","가구주의 부모","","5009","4698","4439","4413","4106",
"대구광역시","계","55~59세","배우자의 부모","","569","488","349","265","228",
"대구광역시","계","55~59세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","계","55~59세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","계","55~59세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","55~59세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","55~59세","조부모","","X","X","X","X","X",
"대구광역시","계","55~59세","형제자매·그 배우자","","2613","2608","2424","2454","2554",
"대구광역시","계","55~59세","형제자매의 자녀·그 배우자","","34","39","30","35","29",
"대구광역시","계","55~59세","부모의 형제자매·그 배우자","","201","211","197","213","217",
"대구광역시","계","55~59세","기타 친·인척","","125","131","134","120","108",
"대구광역시","계","55~59세","기타 동거인","","1100","1203","1192","1349","1327",
"대구광역시","계","60~64세","일반가구원","","164918","174908","182705","192416","195849",
"대구광역시","계","60~64세","가구주","","99483","105424","110991","117125","119689",
"대구광역시","계","60~64세","가구주의 배우자","","53798","57257","60133","62974","63928",
"대구광역시","계","60~64세","자녀","","1058","1186","1197","1267","1398",
"대구광역시","계","60~64세","자녀의 배우자","","187","197","173","202","209",
"대구광역시","계","60~64세","가구주의 부모","","6596","6803","6410","6801","6546",
"대구광역시","계","60~64세","배우자의 부모","","1128","1083","854","757","689",
"대구광역시","계","60~64세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","계","60~64세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","계","60~64세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","60~64세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","60~64세","조부모","","10","X","X","5","X",
"대구광역시","계","60~64세","형제자매·그 배우자","","1516","1632","1641","1806","1852",
"대구광역시","계","60~64세","형제자매의 자녀·그 배우자","","15","20","18","19","20",
"대구광역시","계","60~64세","부모의 형제자매·그 배우자","","151","184","180","209","227",
"대구광역시","계","60~64세","기타 친·인척","","121","137","115","115","108",
"대구광역시","계","60~64세","기타 동거인","","855","982","992","1136","1179",
"대구광역시","계","65~69세","일반가구원","","120783","123485","133421","142921","148586",
"대구광역시","계","65~69세","가구주","","72021","73831","80316","86358","90574",
"대구광역시","계","65~69세","가구주의 배우자","","37238","38266","41935","44773","46476",
"대구광역시","계","65~69세","자녀","","271","315","322","386","450",
"대구광역시","계","65~69세","자녀의 배우자","","66","81","76","74","73",
"대구광역시","계","65~69세","가구주의 부모","","7752","7420","7171","7427","7033",
"대구광역시","계","65~69세","배우자의 부모","","1474","1348","1206","1111","1009",
"대구광역시","계","65~69세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","계","65~69세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","계","65~69세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","65~69세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","65~69세","조부모","","30","23","19","33","25",
"대구광역시","계","65~69세","형제자매·그 배우자","","855","921","1026","1120","1267",
"대구광역시","계","65~69세","형제자매의 자녀·그 배우자","","6","6","8","9","12",
"대구광역시","계","65~69세","부모의 형제자매·그 배우자","","109","124","117","183","189",
"대구광역시","계","65~69세","기타 친·인척","","98","106","122","102","103",
"대구광역시","계","65~69세","기타 동거인","","863","1044","1103","1345","1375",
"대구광역시","계","70~74세","일반가구원","","84875","90289","95965","101993","108016",
"대구광역시","계","70~74세","가구주","","51836","55334","59570","63305","67374",
"대구광역시","계","70~74세","가구주의 배우자","","22551","24418","26271","28171","30187",
"대구광역시","계","70~74세","자녀","","54","81","77","77","93",
"대구광역시","계","70~74세","자녀의 배우자","","15","15","18","16","22",
"대구광역시","계","70~74세","가구주의 부모","","7774","7623","7393","7568","7446",
"대구광역시","계","70~74세","배우자의 부모","","1444","1409","1276","1290","1245",
"대구광역시","계","70~74세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","계","70~74세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","계","70~74세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","70~74세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","70~74세","조부모","","148","126","118","139","114",
"대구광역시","계","70~74세","형제자매·그 배우자","","351","393","381","414","482",
"대구광역시","계","70~74세","형제자매의 자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","70~74세","부모의 형제자매·그 배우자","","72","76","70","93","109",
"대구광역시","계","70~74세","기타 친·인척","","75","84","73","80","88",
"대구광역시","계","70~74세","기타 동거인","","553","729","716","837","854",
"대구광역시","계","75~79세","일반가구원","","73609","74618","73211","70809","71817",
"대구광역시","계","75~79세","가구주","","45957","46658","46448","45392","46249",
"대구광역시","계","75~79세","가구주의 배우자","","14430","15300","15482","15258","16135",
"대구광역시","계","75~79세","자녀","","9","X","5","7","9",
"대구광역시","계","75~79세","자녀의 배우자","","X","X","X","5","5",
"대구광역시","계","75~79세","가구주의 부모","","10016","9563","8555","7671","7118",
"대구광역시","계","75~79세","배우자의 부모","","1872","1730","1409","1222","1107",
"대구광역시","계","75~79세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","계","75~79세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","계","75~79세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","75~79세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","75~79세","조부모","","411","371","430","402","327",
"대구광역시","계","75~79세","형제자매·그 배우자","","198","197","196","193","206",
"대구광역시","계","75~79세","형제자매의 자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","75~79세","부모의 형제자매·그 배우자","","43","45","39","42","50",
"대구광역시","계","75~79세","기타 친·인척","","65","71","55","48","43",
"대구광역시","계","75~79세","기타 동거인","","605","674","587","568","566",
"대구광역시","계","80~84세","일반가구원","","42631","45796","47435","50388","55315",
"대구광역시","계","80~84세","가구주","","26020","28559","30218","32647","36503",
"대구광역시","계","80~84세","가구주의 배우자","","5179","5882","6459","7255","8211",
"대구광역시","계","80~84세","자녀","","X","X","X","X","X",
"대구광역시","계","80~84세","자녀의 배우자","","X","X","X","X","X",
"대구광역시","계","80~84세","가구주의 부모","","8695","8535","8169","7883","7960",
"대구광역시","계","80~84세","배우자의 부모","","1530","1564","1406","1287","1321",
"대구광역시","계","80~84세","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","계","80~84세","친손자녀·그 배우자","","X","X","","","",
"대구광역시","계","80~84세","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","80~84세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","80~84세","조부모","","658","584","598","673","634",
"대구광역시","계","80~84세","형제자매·그 배우자","","68","82","81","95","108",
"대구광역시","계","80~84세","형제자매의 자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","80~84세","부모의 형제자매·그 배우자","","28","31","20","19","25",
"대구광역시","계","80~84세","기타 친·인척","","38","49","49","50","51",
"대구광역시","계","80~84세","기타 동거인","","415","509","433","479","502",
"대구광역시","계","85세이상","일반가구원","","22245","25043","27140","30059","33072",
"대구광역시","계","85세이상","가구주","","11991","13962","15713","18004","20333",
"대구광역시","계","85세이상","가구주의 배우자","","1034","1299","1539","1805","2127",
"대구광역시","계","85세이상","자녀","","X","X","X","X","X",
"대구광역시","계","85세이상","자녀의 배우자","","X","X","X","X","X",
"대구광역시","계","85세이상","가구주의 부모","","6799","7190","7351","7535","7774",
"대구광역시","계","85세이상","배우자의 부모","","1336","1348","1361","1403","1441",
"대구광역시","계","85세이상","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","계","85세이상","친손자녀·그 배우자","","X","X","","","",
"대구광역시","계","85세이상","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","85세이상","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","85세이상","조부모","","717","752","735","817","880",
"대구광역시","계","85세이상","형제자매·그 배우자","","19","29","35","32","42",
"대구광역시","계","85세이상","형제자매의 자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","85세이상","부모의 형제자매·그 배우자","","20","24","19","24","31",
"대구광역시","계","85세이상","기타 친·인척","","40","38","46","49","46",
"대구광역시","계","85세이상","기타 동거인","","289","401","341","390","398",
"대구광역시","계","15~64세","일반가구원","","1707011","1683371","1663306","1634163","1601584",
"대구광역시","계","15~64세","가구주","","749688","750271","753547","755219","749799",
"대구광역시","계","15~64세","가구주의 배우자","","438486","430373","421016","408914","398571",
"대구광역시","계","15~64세","자녀","","436772","421826","412453","393011","377774",
"대구광역시","계","15~64세","자녀의 배우자","","8654","7938","6370","5648","5368",
"대구광역시","계","15~64세","가구주의 부모","","14528","14309","13552","13838","13040",
"대구광역시","계","15~64세","배우자의 부모","","1798","1673","1289","1100","967",
"대구광역시","계","15~64세","손자녀, 그 배우자","","","","9074","8531","8181",
"대구광역시","계","15~64세","친손자녀·그 배우자","","7576","7072","","","",
"대구광역시","계","15~64세","외손자녀·그 배우자","","2728","2739","","","",
"대구광역시","계","15~64세","증손자녀·그 배우자","","6","6","X","5","X",
"대구광역시","계","15~64세","조부모","","10","X","X","6","X",
"대구광역시","계","15~64세","형제자매·그 배우자","","30003","29220","27840","27613","26824",
"대구광역시","계","15~64세","형제자매의 자녀·그 배우자","","4840","4889","4670","4897","4824",
"대구광역시","계","15~64세","부모의 형제자매·그 배우자","","699","716","678","741","741",
"대구광역시","계","15~64세","기타 친·인척","","1466","1565","1416","1514","1429",
"대구광역시","계","15~64세","기타 동거인","","9757","10770","11395","13126","14059",
"대구광역시","계","65세이상","일반가구원","","344143","359231","377172","396170","416806",
"대구광역시","계","65세이상","가구주","","207825","218344","232265","245706","261033",
"대구광역시","계","65세이상","가구주의 배우자","","80432","85165","91686","97262","103136",
"대구광역시","계","65세이상","자녀","","334","400","404","470","552",
"대구광역시","계","65세이상","자녀의 배우자","","83","101","99","95","100",
"대구광역시","계","65세이상","가구주의 부모","","41036","40331","38639","38084","37331",
"대구광역시","계","65세이상","배우자의 부모","","7656","7399","6658","6313","6123",
"대구광역시","계","65세이상","손자녀, 그 배우자","","","","X","X","X",
"대구광역시","계","65세이상","친손자녀·그 배우자","","X","X","","","",
"대구광역시","계","65세이상","외손자녀·그 배우자","","X","X","","","",
"대구광역시","계","65세이상","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","계","65세이상","조부모","","1964","1856","1900","2064","1980",
"대구광역시","계","65세이상","형제자매·그 배우자","","1491","1622","1719","1854","2105",
"대구광역시","계","65세이상","형제자매의 자녀·그 배우자","","9","8","12","13","16",
"대구광역시","계","65세이상","부모의 형제자매·그 배우자","","272","300","265","361","404",
"대구광역시","계","65세이상","기타 친·인척","","316","348","345","329","331",
"대구광역시","계","65세이상","기타 동거인","","2725","3357","3180","3619","3695",
"대구광역시","남자","합계","일반가구원","","1152141","1142297","1135729","1127448","1113884",
"대구광역시","남자","합계","가구주","","651881","652886","656226","657706","658766",
"대구광역시","남자","합계","가구주의 배우자","","50089","52629","55627","60250","61737",
"대구광역시","남자","합계","자녀","","390652","377780","368361","353429","338556",
"대구광역시","남자","합계","자녀의 배우자","","2001","1933","1596","1508","1485",
"대구광역시","남자","합계","가구주의 부모","","13278","13242","12598","12941","12467",
"대구광역시","남자","합계","배우자의 부모","","2194","2147","1865","1701","1632",
"대구광역시","남자","합계","손자녀, 그 배우자","","","","10765","9892","9423",
"대구광역시","남자","합계","친손자녀·그 배우자","","8778","8127","","","",
"대구광역시","남자","합계","외손자녀·그 배우자","","3951","3988","","","",
"대구광역시","남자","합계","증손자녀·그 배우자","","39","42","43","46","30",
"대구광역시","남자","합계","조부모","","243","226","238","298","260",
"대구광역시","남자","합계","형제자매·그 배우자","","17711","17204","16412","16242","15947",
"대구광역시","남자","합계","형제자매의 자녀·그 배우자","","3450","3439","3270","3411","3270",
"대구광역시","남자","합계","부모의 형제자매·그 배우자","","500","495","465","539","547",
"대구광역시","남자","합계","기타 친·인척","","1013","1087","995","1045","1008",
"대구광역시","남자","합계","기타 동거인","","6361","7072","7268","8440","8756",
"대구광역시","남자","15세미만","일반가구원","","154626","149391","144454","139212","133904",
"대구광역시","남자","15세미만","가구주","","X","X","X","X","X",
"대구광역시","남자","15세미만","가구주의 배우자","","X","X","X","X","X",
"대구광역시","남자","15세미만","자녀","","146360","141501","137673","133070","128070",
"대구광역시","남자","15세미만","자녀의 배우자","","X","X","X","X","X",
"대구광역시","남자","15세미만","가구주의 부모","","X","X","X","X","X",
"대구광역시","남자","15세미만","배우자의 부모","","X","X","X","X","X",
"대구광역시","남자","15세미만","손자녀, 그 배우자","","","","5763","5155","4909",
"대구광역시","남자","15세미만","친손자녀·그 배우자","","4510","4138","","","",
"대구광역시","남자","15세미만","외손자녀·그 배우자","","2577","2605","","","",
"대구광역시","남자","15세미만","증손자녀·그 배우자","","34","37","40","43","28",
"대구광역시","남자","15세미만","조부모","","X","X","X","X","X",
"대구광역시","남자","15세미만","형제자매·그 배우자","","105","104","107","85","81",
"대구광역시","남자","15세미만","형제자매의 자녀·그 배우자","","779","744","646","640","585",
"대구광역시","남자","15세미만","부모의 형제자매·그 배우자","","X","X","X","X","X",
"대구광역시","남자","15세미만","기타 친·인척","","128","138","108","111","131",
"대구광역시","남자","15세미만","기타 동거인","","131","122","114","106","98",
"대구광역시","남자","15~19세","일반가구원","","64907","60065","56668","53087","50337",
"대구광역시","남자","15~19세","가구주","","1270","1746","1294","960","1124",
"대구광역시","남자","15~19세","가구주의 배우자","","5","6","X","X","X",
"대구광역시","남자","15~19세","자녀","","60307","55402","52786","49856","47134",
"대구광역시","남자","15~19세","자녀의 배우자","","X","X","X","X","X",
"대구광역시","남자","15~19세","가구주의 부모","","X","X","X","X","X",
"대구광역시","남자","15~19세","배우자의 부모","","X","X","X","X","X",
"대구광역시","남자","15~19세","손자녀, 그 배우자","","","","1686","1484","1363",
"대구광역시","남자","15~19세","친손자녀·그 배우자","","1608","1381","","","",
"대구광역시","남자","15~19세","외손자녀·그 배우자","","578","534","","","",
"대구광역시","남자","15~19세","증손자녀·그 배우자","","X","X","X","X","X",
"대구광역시","남자","15~19세","조부모","","X","X","X","X","X",
"대구광역시","남자","15~19세","형제자매·그 배우자","","661","587","541","464","406",
"대구광역시","남자","15~19세","형제자매의 자녀·그 배우자","","341","295","266","244","212",
"대구광역시","남자","15~19세","부모의 형제자매·그 배우자","","X","X","X","X","X",
"대구광역시","남자","15~19세","기타 친·인척","","52","36","27","25","29",
"대구광역시","남자","15~19세","기타 동거인","","80","74","63","53","66",
"대구광역시","남자","20~24세","일반가구원","","67629","66736","67224","65311","59014",
"대구광역시","남자","20~24세","가구주","","9620","10963","10874","11178","11479",
"대구광역시","남자","20~24세","가구주의 배우자","","54","71","51","47","45",
