일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2023.8.1,창원(155),O,33.8,33.8,29,24.7,66.5,O,경고,X,매우높음
2023.8.1,광주(156),O,35.3,35.1,29.9,25.2,82.1,O,경고,O,매우높음
2023.8.1,부산(159),O,33.3,33.2,29.6,26.8,62.6,O,경고,O,매우높음
2023.8.1,통영(162),O,33.4,33,28.5,25.4,74.6,O,경고,O,매우높음
2023.8.1,목포(165),O,34.4,34,29,25.5,77.8,O,경고,O,매우높음
2023.8.1,여수(168),X,32.8,31.6,28.5,25.5,74.5,O,경고,O,매우높음
2023.8.1,흑산도(169),X,31.6,29.6,26.3,23.9,89.8,O,주의,X,매우높음
2023.8.1,완도(170),O,33,31.8,27.7,24.4,83.1,O,경고,X,매우높음
2023.8.1,고창(172),O,35.6,35.3,28.9,23.9,80.5,O,경고,X,매우높음
2023.8.1,제주(184),X,32.9,31.1,29,27.2,79.3,O,경고,O,매우높음
2023.8.1,진주(192),O,34.7,34.4,27.9,23.5,79.1,O,경고,X,매우높음
2023.8.1,양평(202),O,33.2,33.1,28.2,23.6,77,O,경고,X,매우높음
2023.8.1,이천(203),O,35.1,34.2,28.4,23.2,84.4,O,경고,X,매우높음
2023.8.1,인제(211),O,34,34,27.7,23.6,76.8,O,경고,X,낮음
2023.8.1,홍천(212),O,34.1,34.2,27.8,23.3,77.5,O,경고,X,낮음
2023.8.1,태백(216),X,31.7,31.8,24.6,17.7,75.6,O,주의,X,낮음
2023.8.1,정선군(217),O,35.2,35.9,28,22.7,72.6,O,경고,X,낮음
2023.8.1,제천(221),O,33,32.4,26.5,22.2,86.4,O,경고,X,매우높음
2023.8.1,보은(226),O,33.2,32.9,27.8,23.4,80.8,O,경고,X,매우높음
2023.8.1,천안(232),O,34.3,33.8,28.3,23.2,79,O,경고,X,매우높음
2023.8.1,보령(235),O,34.6,33.7,28.6,24.1,79.4,O,경고,O,매우높음
2023.8.1,부여(236),O,34.9,35,29.2,23.9,78.3,O,경고,O,매우높음
2023.8.1,금산(238),O,33.8,34,28.3,23.4,78.3,O,주의,X,매우높음
2023.8.1,세종(239),O,35.5,34.8,29.2,24.2,76.6,O,경고,X,매우높음
2023.8.1,부안(243),O,34.9,34.5,28.8,24.9,79,O,경고,O,매우높음
2023.8.1,임실(244),O,33.1,33.7,27.9,22.2,76.1,O,경고,X,매우높음
2023.8.1,정읍(245),O,34.9,35.4,28.9,24.6,74.6,O,경고,X,매우높음
2023.8.1,남원(247),O,34.6,34.8,28.6,23.1,75.1,O,경고,X,매우높음
2023.8.1,장수(248),X,31.9,32.2,26.3,20.4,80,O,경고,X,매우높음
2023.8.1,영광군(252),O,35,34,28.7,24.2,81.8,O,경고,X,매우높음
2023.8.1,김해시(253),O,34.6,34.3,29.4,24.8,70.8,O,경고,X,매우높음
2023.8.1,순창군(254),O,35,35.5,29.1,23.8,75.5,O,경고,X,매우높음
2023.8.1,양산시(257),O,34.6,35.6,29.9,24.9,66.8,O,경고,X,매우높음
2023.8.1,강진군(259),O,34.7,34.9,29.1,24.4,78.1,O,경고,X,매우높음
2023.8.1,장흥(260),O,33.9,33.4,28.2,23,80,O,경고,X,매우높음
2023.8.1,해남(261),O,34.8,34,28.1,23.4,82.9,O,경고,X,매우높음
2023.8.1,고흥(262),X,32.6,31.6,26.5,22.3,83.3,O,경고,X,매우높음
2023.8.1,의령군(263),O,35.4,35.3,28.4,22.9,76.6,O,경고,X,매우높음
2023.8.1,함양군(264),O,34.8,34.3,28,23,83.9,O,경고,X,매우높음
2023.8.1,진도군ASOS(268),O,33.8,33.2,27.9,23.6,80.9,O,경고,X,매우높음
2023.8.1,봉화(271),X,31.7,31.3,25.1,20,82.3,O,경고,X,매우높음
2023.8.1,영주(272),O,33.2,32.9,26.9,21.7,79.9,O,경고,X,매우높음
2023.8.1,문경(273),O,34.1,33.3,27.7,23.2,83.8,O,경고,X,매우높음
2023.8.1,청송군(276),O,33.9,34.5,27.5,21.9,74.1,O,경고,X,매우높음
2023.8.1,영덕(277),X,31.6,30.7,26.3,21.7,82.5,O,경고,X,매우높음
2023.8.1,의성(278),O,34.7,35,28.6,23.4,77.1,O,경고,X,매우높음
2023.8.1,구미(279),O,34.2,34.1,28.8,24.5,72.6,O,경고,X,매우높음
2023.8.1,영천(281),O,33.6,34.1,28.1,22.8,73.5,O,경고,X,매우높음
2023.8.1,경주시(283),O,34.9,35.2,28.6,22.7,73.3,O,경고,X,매우높음
2023.8.1,거창(284),X,32.7,32.6,26.7,22.3,79.6,O,주의,X,매우높음
2023.8.1,합천(285),O,33.6,34.1,28,23.5,75.8,O,경고,X,매우높음
2023.8.1,밀양(288),O,34.3,35.7,28.9,24.3,66.6,O,경고,X,매우높음
2023.8.1,산청(289),O,34.4,34.2,27.8,23,78.1,O,경고,X,매우높음
2023.8.1,거제(294),X,32.7,32,28.2,25.1,77,O,경고,X,매우높음
2023.8.1,남해(295),O,33.2,33.3,27.7,24.2,77.9,O,경고,X,매우높음
2023.8.1,부천(433),O,33,33.6,28.6,24.6,69,O,주의,X,매우높음
2023.8.1,안양(434),X,31.2,34.2,29.9,26,,O,경고,O,매우높음
2023.8.1,광명(437),O,34.8,35.6,31.1,27.2,66,O,경고,O,매우높음
2023.8.1,군포(438),O,34.6,35.4,30.3,25.6,66,O,경고,O,매우높음
2023.8.1,김포(441),X,,34.6,29.1,24.6,,O,경고,X,매우높음
2023.8.1,하남(444),O,34.1,34,28.1,23.3,74,O,경고,X,매우높음
2023.8.1,의왕(445),O,34.1,33.8,28,23.5,78,O,주의,X,매우높음
2023.8.1,포천(504),O,35.2,35.2,28.9,23.2,75,O,경고,X,매우높음
2023.8.1,가평조종(505),O,34.9,34.1,27.4,22.8,86,O,경고,X,매우높음
2023.8.1,안성(516),O,34.8,34.5,28.5,23.6,82,O,경고,X,매우높음
2023.8.1,간성(517),X,32.2,30.9,26.4,22,82,O,경고,X,낮음
2023.8.1,평창(526),X,32.5,33.1,26.8,22.5,75,O,주의,X,낮음
2023.8.1,의정부(532),O,35.8,34.3,28.6,23.3,88,O,경고,X,매우높음
2023.8.1,횡성(536),O,34.8,35,28,22.3,76,O,주의,X,낮음
2023.8.1,고양(540),X,,,,,,O,경고,X,높음
2023.8.1,남양주(541),O,34.7,35.5,29.1,23.8,75,O,경고,X,매우높음
2023.8.1,안산(545),O,34.8,34.7,27.9,22.8,82,O,경고,X,매우높음
2023.8.1,경기광주(546),O,33.6,33.9,28,23.6,75,O,경고,X,매우높음
2023.8.1,여주(548),O,33.4,32.5,27.6,22.9,83,O,경고,X,매우높음
2023.8.1,용인(549),O,33.2,33.7,27.8,22.7,76,O,경고,X,높음
2023.8.1,오산(550),O,35.6,35.8,29.1,23.3,77,O,경고,X,높음
2023.8.1,평택(551),O,35.7,35.2,29.1,24.2,84,O,경고,O,매우높음
2023.8.1,화천(555),O,34.9,33.4,27.6,23.6,92,O,경고,X,낮음
2023.8.1,양구(556),O,33.8,34.6,28.1,23,74,O,경고,X,낮음
2023.8.1,시흥(565),O,35,34.6,28.8,24.4,80,O,경고,X,높음
2023.8.1,구리(569),O,34.9,34.9,29.1,24.1,72,O,경고,O,매우높음
2023.8.1,화성(571),O,35,34.7,29,24.6,77,O,경고,X,높음
2023.8.1,성남(572),O,34,34.5,29.6,24.9,67,O,경고,O,매우높음
2023.8.1,과천(590),O,35.1,35,28.8,23.9,80,O,경고,X,매우높음
2023.8.1,양주(598),O,35.7,35.9,29.5,23.6,77,O,경고,X,매우높음
2023.8.1,단양(601),O,34.9,35.1,28.4,23.6,77,O,경고,X,매우높음
2023.8.1,진천(602),O,35.2,35.1,28.6,23.7,76,O,경고,X,매우높음
2023.8.1,괴산(603),O,34.9,34.5,27.7,22.7,83,O,경고,X,매우높음
2023.8.1,옥천(604),O,34.7,35.1,29.6,25.5,78,O,경고,X,매우높음
2023.8.1,홍북(608),O,35.4,34.9,27.8,22.1,80,O,경고,X,매우높음
2023.8.1,공주(612),O,35.3,35.1,28.5,23.1,81,O,경고,X,매우높음
2023.8.1,서천(614),O,34.7,33.7,28.2,24,83,O,주의,O,매우높음
2023.8.1,논산(615),O,35.9,36.3,29.9,24.2,79,O,경고,O,매우높음
2023.8.1,당진(616),O,35.7,35,28.6,23.8,84,O,경고,X,매우높음
2023.8.1,청양(618),O,35.5,35.5,28.5,22.2,81,O,경고,X,매우높음
2023.8.1,음성(619),O,33.2,33,25.8,22,86,O,경고,X,매우높음
2023.8.1,증평(623),O,34.9,33.9,28.1,23.5,86,O,경고,X,매우높음
2023.8.1,태안(627),O,35.8,35.2,28.6,24.1,82,O,경고,X,매우높음
2023.8.1,예산(628),O,35.1,34.7,28.8,24,80,O,경고,X,매우높음
2023.8.1,아산(634),O,35.4,35.1,29,24,78,O,경고,X,매우높음
2023.8.1,계룡(636),O,34.7,34.7,27.8,22.2,83,O,경고,X,매우높음
2023.8.1,연천청산(652),O,34.2,33.8,28.4,23.3,78,O,경고,X,매우높음
2023.8.1,양양(670),X,31.1,30.4,27,23,77,O,경고,O,낮음
2023.8.1,무안(699),O,34.8,35.2,29.1,24.6,77,O,경고,X,매우높음
2023.8.1,무주(701),O,34.8,35.2,27.8,22.2,77,O,경고,X,매우높음
2023.8.1,익산(702),O,34.8,35,29.4,24.5,76,O,경고,O,매우높음
2023.8.1,진안(703),O,33,33.5,27,21.3,77,O,경고,X,매우높음
2023.8.1,담양(706),O,36.2,35.6,29.7,24.8,83,O,경고,X,매우높음
2023.8.1,구례(709),O,35,35,28.5,23.6,82,O,경고,X,매우높음
2023.8.1,나주(710),O,34.7,34.7,28.9,23.9,80,O,경고,X,매우높음
2023.8.1,순천시(712),O,35.4,34.1,29.1,24.3,85,O,경고,X,매우높음
2023.8.1,광양읍(713),O,35.1,35.3,29.2,23.8,75,O,경고,X,매우높음
2023.8.1,장성(730),O,34.5,34.9,28.8,23.7,81,O,경고,X,매우높음
2023.8.1,영암(731),O,35.4,35.2,29.3,23.5,79,O,경고,X,매우높음
2023.8.1,보성(732),O,33.7,33.1,27.3,22.4,82,O,경고,X,매우높음
2023.8.1,완주(734),O,35.3,35.3,28.7,23.5,82,O,경고,X,매우높음
2023.8.1,김제(737),O,35.8,35,29.4,25.1,81,O,경고,O,매우높음
2023.8.1,화순(741),O,35,35.1,28.8,23.8,76,O,경고,X,매우높음
2023.8.1,함평(754),O,35.1,35.6,29.3,24.3,78,O,경고,O,매우높음
2023.8.1,곡성(768),O,35.6,35.6,28.4,22.8,83,O,경고,X,매우높음
2023.8.1,압해도(789),O,34.4,33.7,28.3,24.5,86,O,경고,X,매우높음
2023.8.1,영양(801),O,34.7,34.3,27.6,21.5,82,O,경고,X,매우높음
2023.8.1,성주(810),O,34.4,35.3,29.3,24.2,69,O,경고,X,매우높음
2023.8.1,고령(812),O,34.2,34.2,27.6,23.3,85,O,경고,X,매우높음
2023.8.1,청도(813),O,34.4,34.5,27.7,23.2,77,O,경고,X,매우높음
2023.8.1,예천(815),O,34.6,34.5,28.3,23.5,77,O,경고,X,매우높음
2023.8.1,김천(822),O,35.2,35.1,28,23.3,83,O,경고,X,매우높음
2023.8.1,군위(823),O,35.2,35.4,28.9,23.8,79,O,경고,X,매우높음
2023.8.1,칠곡(825),O,34.5,34.4,29.3,24.7,79,O,경고,X,매우높음
2023.8.1,경산(827),O,34.8,35.7,29.8,24.5,68,O,경고,X,매우높음
2023.8.1,삼척(876),O,33,32.5,28.1,23.9,70,O,경고,O,낮음
2023.8.1,속초(90),X,32.9,31.8,27.2,23.4,81.4,O,경고,O,낮음
2023.8.1,삼천포(907),O,33.6,32.5,27.4,22.9,79,O,주의,X,매우높음
2023.8.1,고성(918),O,33.5,32.7,27.7,23.5,80,O,주의,X,매우높음
2023.8.1,창녕(919),O,34.9,34.7,28.4,23.7,81,O,경고,X,매우높음
2023.8.1,함안(920),O,34.6,33.9,27.5,23.4,82,O,경고,X,매우높음
2023.8.1,북춘천(93),O,34.5,34.3,28.3,23.2,80.4,O,심각,X,낮음
2023.8.1,하동(932),O,34.7,34.9,28.7,23.5,75,O,경고,X,매우높음
2023.8.1,철원(95),O,34.1,33.8,27.8,23,82,O,경고,X,낮음
2023.8.1,동두천(98),O,34.5,33.5,28.6,23.7,80.3,O,경고,X,매우높음
2023.8.1,파주(99),O,34.1,33.4,28,24,88.1,O,경고,X,높음
2023.8.2,북강릉(104),O,34.8,35.5,30.6,25.5,63.9,O,경고,O,낮음
2023.8.2,동해(106),O,33.1,33.6,29.1,25.3,70.8,O,주의,O,낮음
2023.8.2,서울(108),O,33.8,33.7,29.7,26.8,67.8,O,경고,O,매우높음
2023.8.2,인천(112),X,32.1,31.4,28.2,26.2,77.4,O,경고,O,매우높음
2023.8.2,원주(114),X,32.9,32.8,28.2,24.6,71.3,O,경고,X,낮음
2023.8.2,울릉도(115),O,33.1,30.9,28.1,25.9,87,O,주의,O,매우높음
2023.8.2,수원(119),O,33.8,33.4,28.3,24.7,74.6,O,경고,X,매우높음
2023.8.2,영월(121),O,33.2,32.8,27.2,23.4,81.1,O,경고,X,낮음
2023.8.2,충주(127),O,34.6,33.9,28.2,24.3,78.6,O,경고,X,매우높음
2023.8.2,서산(129),O,34.6,34.3,28.5,24.3,74.5,O,경고,X,매우높음
2023.8.2,울진(130),X,31.4,29.8,27.8,25.9,77.3,O,경고,O,매우높음
2023.8.2,청주(131),O,34.8,34.9,30.5,27,64.5,O,심각,O,매우높음
2023.8.2,대전(133),O,34.4,33.8,29.1,25.3,72.6,O,경고,X,매우높음
2023.8.2,추풍령(135),O,33.6,33.8,27.5,22.1,77.3,O,경고,X,매우높음
2023.8.2,안동(136),O,34.7,34.3,28.8,24.1,79.4,O,경고,O,매우높음
2023.8.2,상주(137),O,35.8,35,29.1,24.1,80,O,경고,O,매우높음
2023.8.2,포항(138),O,34.2,35.3,30.3,25.4,66.1,O,경고,O,매우높음
2023.8.2,군산(140),O,34,33,28.7,25.4,78.3,O,경고,X,매우높음
2023.8.2,대구(143),O,33.9,34.7,30,23.9,64.1,O,경고,O,매우높음
2023.8.2,전주(146),O,34.8,34.6,29.5,26.1,71.3,O,경고,O,매우높음
2023.8.2,울산(152),O,33.3,32.6,28.3,24.3,76.5,O,경고,X,매우높음
2023.8.2,창원(155),O,34.7,34.9,29.3,24.5,69.5,O,경고,X,매우높음
2023.8.2,광주(156),O,35.4,34.9,29.3,25.9,89.1,O,경고,O,매우높음
2023.8.2,부산(159),O,34,33.1,29.6,26.9,72.1,O,경고,O,매우높음
2023.8.2,통영(162),O,33.2,32.3,28.3,25,78.9,O,경고,O,매우높음
2023.8.2,목포(165),O,34.5,33.5,29.2,25.4,77.9,O,경고,O,매우높음
2023.8.2,여수(168),O,33.3,32.5,28.8,25.1,73.4,O,경고,O,매우높음
2023.8.2,흑산도(169),X,32,30.2,27.1,24.4,84.1,O,주의,X,매우높음
2023.8.2,완도(170),O,34.2,33.7,28.3,24.4,79.4,O,경고,X,매우높음
2023.8.2,고창(172),O,35,33.9,28.7,24.7,79.9,O,경고,X,매우높음
2023.8.2,제주(184),O,34.2,33.8,30.2,27.6,71.8,O,경고,O,매우높음
2023.8.2,진주(192),O,35.1,35.6,28.3,22.2,76.3,O,경고,X,매우높음
2023.8.2,양평(202),O,33.6,33.8,28.4,24.5,75.5,O,경고,X,높음
2023.8.2,이천(203),O,34.5,33.9,28.6,24.8,78.9,O,경고,X,높음
2023.8.2,인제(211),O,33.2,33.5,28,23.4,76.5,O,경고,X,낮음
2023.8.2,홍천(212),O,33.6,33.3,27.7,23.6,78.4,O,경고,X,낮음
2023.8.2,태백(216),X,31.6,31.9,25.9,19.6,74.6,O,주의,X,낮음
2023.8.2,정선군(217),O,35,35.4,28,23.3,75.6,O,경고,X,낮음
2023.8.2,제천(221),O,33.1,32.1,26.8,22.9,86.6,O,경고,X,매우높음
2023.8.2,보은(226),O,34,33.6,27.8,22.8,82.4,O,경고,X,매우높음
2023.8.2,천안(232),O,33.6,33.5,27.8,23.6,77.1,O,경고,X,매우높음
2023.8.2,보령(235),O,33.7,33.4,28.2,24.5,78.1,O,경고,X,매우높음
2023.8.2,부여(236),O,35.1,34.7,29.1,25,78.8,O,경고,X,매우높음
2023.8.2,금산(238),O,34.2,33.9,28.5,23.7,79.5,O,경고,X,매우높음
2023.8.2,세종(239),O,34.6,34.1,28.8,24.9,74.4,O,경고,X,매우높음
2023.8.2,부안(243),O,34.1,33.8,28.7,25.2,77.4,O,경고,X,매우높음
2023.8.2,임실(244),O,34.2,33.6,27.7,23,79.9,O,경고,X,매우높음
2023.8.2,정읍(245),O,34.6,34.1,28.9,24.9,74.9,O,경고,X,매우높음
2023.8.2,남원(247),O,34.7,36.1,28.9,23.2,74.3,O,경고,X,매우높음
2023.8.2,장수(248),X,32.9,32.4,25.8,20.4,85.1,O,경고,X,매우높음
2023.8.2,영광군(252),O,35.1,33.8,28.5,24.7,79.6,O,경고,X,매우높음
2023.8.2,김해시(253),O,35.5,34.4,29.2,24.3,76.3,O,경고,O,매우높음
2023.8.2,순창군(254),O,35.7,36.6,29.4,24.6,76.8,O,경고,X,매우높음
2023.8.2,양산시(257),O,35.6,36,29.9,24.4,71.5,O,경고,O,매우높음
2023.8.2,강진군(259),O,35.5,35.3,29.4,24,76.6,O,경고,X,매우높음
2023.8.2,장흥(260),O,35,34.8,28.2,22.8,81.4,O,경고,X,매우높음
2023.8.2,해남(261),O,35.9,35.5,28.8,23.3,78.4,O,경고,X,매우높음
2023.8.2,고흥(262),O,33.7,33.4,27.1,22.3,82.9,O,경고,X,매우높음
2023.8.2,의령군(263),O,35.5,36.4,29.1,22.2,71.9,O,경고,X,매우높음
2023.8.2,함양군(264),O,35.8,36.4,28.5,21.6,80.8,O,경고,X,매우높음
2023.8.2,진도군ASOS(268),O,34.5,34.3,28.4,23.3,77.8,O,경고,X,매우높음
2023.8.2,봉화(271),X,32,31.2,25.9,21.1,85.1,O,경고,X,매우높음
2023.8.2,영주(272),O,33.6,33.6,27.5,22.2,80.8,O,경고,X,매우높음
2023.8.2,문경(273),O,34.6,33.2,27.9,23.1,85.3,O,경고,X,매우높음
2023.8.2,청송군(276),O,34,34.7,27.4,21.4,73.8,O,경고,X,매우높음
2023.8.2,영덕(277),O,33.7,33.1,27.7,22.6,79.9,O,경고,O,매우높음
2023.8.2,의성(278),O,34.9,35.1,28.7,23,79.5,O,경고,X,매우높음
2023.8.2,구미(279),O,34.7,35.1,28.8,23.6,72.1,O,경고,O,매우높음
2023.8.2,영천(281),O,34.1,34.8,27.9,21.9,75,O,경고,X,매우높음
2023.8.2,경주시(283),O,35.4,35.5,28.9,22.3,74.4,O,경고,X,높음
2023.8.2,거창(284),O,33.9,34.1,26.9,21.7,81.8,O,경고,X,매우높음
2023.8.2,합천(285),O,34.5,35.1,28.3,22,72.6,O,경고,X,매우높음
2023.8.2,밀양(288),O,34.3,36.2,29.6,23.1,63.5,O,경고,X,매우높음
2023.8.2,산청(289),O,35.4,35,28.1,21.9,78.5,O,경고,X,매우높음
2023.8.2,거제(294),O,34.1,34,28.8,24.2,74.8,O,경고,X,매우높음
2023.8.2,남해(295),O,33.8,34,28.1,23.9,71.8,O,경고,X,매우높음
2023.8.2,부천(433),X,32.3,33,27.9,24.8,65,O,경고,X,매우높음
2023.8.2,안양(434),X,28.8,33.2,29,26.3,,O,경고,O,매우높음
2023.8.2,광명(437),O,34.2,35.4,30.3,26.8,62,O,경고,O,매우높음
2023.8.2,군포(438),O,33.4,34.7,29.5,26,63,O,경고,X,매우높음
2023.8.2,김포(441),X,,33.1,28.4,24.9,,O,경고,X,매우높음
2023.8.2,하남(444),O,33.5,34.2,27.9,23.5,69,O,경고,X,매우높음
2023.8.2,의왕(445),X,32.9,32.9,27.4,22.8,76,O,경고,X,매우높음
2023.8.2,포천(504),O,34.5,34.3,28,23.6,77,O,경고,X,매우높음
2023.8.2,가평조종(505),O,33.7,33.6,27.1,22.8,84,O,경고,X,매우높음
2023.8.2,안성(516),O,33.5,33.7,27.9,23.8,80,O,경고,X,높음
2023.8.2,간성(517),O,35.6,36.8,29.8,23.8,68,O,경고,X,낮음
2023.8.2,평창(526),O,33.5,33.8,26.8,23.1,76,O,주의,X,낮음
2023.8.2,의정부(532),O,34.9,34,28.4,24.1,81,O,경고,X,매우높음
2023.8.2,횡성(536),O,34,33.7,27.8,23.8,77,O,경고,X,낮음
2023.8.2,고양(540),X,,,,,,O,경고,X,매우높음
2023.8.2,남양주(541),O,35.4,35.8,29,24.4,72,O,경고,X,매우높음
2023.8.2,안산(545),O,33.8,33.5,26.8,22.3,81,O,경고,X,매우높음
2023.8.2,경기광주(546),O,33.2,33.8,27.8,23.8,72,O,경고,X,매우높음
2023.8.2,여주(548),O,34.2,33.3,28.1,24.2,78,O,경고,X,높음
2023.8.2,용인(549),X,32.6,33.1,27.3,23.1,73,O,경고,X,매우높음
2023.8.2,오산(550),O,35.2,35.4,28.2,22.8,76,O,경고,X,매우높음
2023.8.2,평택(551),O,34.2,34.3,28.9,25,79,O,경고,X,매우높음
2023.8.2,화천(555),O,35,33.7,27.1,22.8,90,O,경고,X,낮음
2023.8.2,양구(556),O,33.5,33.6,27.7,23.9,77,O,경고,X,낮음
2023.8.2,시흥(565),O,33.3,33.9,27.8,23.6,77,O,경고,X,매우높음
2023.8.2,구리(569),O,34,34.3,28.7,24.5,68,O,경고,X,매우높음
2023.8.2,화성(571),O,33.8,33.6,28.2,24.5,77,O,경고,X,매우높음
2023.8.2,성남(572),O,33,33.6,29,25.1,65,O,경고,X,매우높음
2023.8.2,과천(590),O,34.3,34.7,28.1,23.3,76,O,경고,X,매우높음
2023.8.2,양주(598),O,34.7,34.6,28.1,23.5,78,O,경고,X,매우높음
2023.8.2,단양(601),O,34.5,34.5,28.1,23.1,80,O,경고,X,매우높음
2023.8.2,진천(602),O,34,34.1,28.6,24.1,72,O,심각,X,높음
2023.8.2,괴산(603),O,34.7,34.3,28.3,24,81,O,경고,X,매우높음
2023.8.2,옥천(604),O,34.7,34.3,28.7,24.9,83,O,심각,O,매우높음
2023.8.2,홍북(608),O,34.6,34.6,27.9,22.5,77,O,경고,X,매우높음
2023.8.2,공주(612),O,35,34.4,28.6,24.2,76,O,경고,X,매우높음
2023.8.2,서천(614),O,33.9,32.4,27.8,23.8,83,O,경고,X,매우높음
2023.8.2,논산(615),O,35.7,35.1,29.5,25.8,78,O,경고,X,매우높음
2023.8.2,당진(616),O,34.4,34.2,28.1,23.9,79,O,경고,X,매우높음
2023.8.2,청양(618),O,35.3,34.7,27.8,23,81,O,경고,X,매우높음
2023.8.2,음성(619),O,33.6,32.7,26.9,22.6,82,O,경고,X,매우높음
2023.8.2,증평(623),O,34.7,33.7,28.3,24.3,81,O,경고,X,매우높음
2023.8.2,태안(627),O,35.3,35.1,28.5,23.8,79,O,경고,X,매우높음
2023.8.2,예산(628),O,35,35,29,24.7,77,O,경고,X,매우높음
2023.8.2,아산(634),O,34.6,34.3,28.1,24.3,77,O,경고,X,매우높음
2023.8.2,계룡(636),O,34.5,34,27.9,23.3,84,O,경고,X,매우높음
2023.8.2,연천청산(652),O,33.2,33.1,27.1,23.1,82,O,경고,X,매우높음
2023.8.2,양양(670),O,35.2,37,32,26.5,56,O,경고,O,낮음
2023.8.2,무안(699),O,34.8,34.8,28.9,24.8,79,O,경고,X,매우높음
2023.8.2,무주(701),O,34.2,34.7,27.7,22.4,79,O,경고,X,매우높음
2023.8.2,익산(702),O,34.2,33.9,28.8,25.4,77,O,경고,X,매우높음
2023.8.2,진안(703),O,33.3,33,26.2,21.7,85,O,경고,X,매우높음
2023.8.2,담양(706),O,36.4,35.9,30.1,24.6,81,O,경고,O,매우높음
2023.8.2,구례(709),O,35.5,36.3,29,22.8,79,O,경고,X,매우높음
2023.8.2,나주(710),O,35.5,35.1,29,24.1,83,O,경고,X,매우높음
2023.8.2,순천시(712),O,35.4,34.5,29.2,24.3,83,O,경고,O,매우높음
2023.8.2,광양읍(713),O,35.5,36,29.5,23.5,73,O,경고,X,매우높음
2023.8.2,장성(730),O,35.6,34.9,28.6,24.2,83,O,경고,X,매우높음
2023.8.2,영암(731),O,35.7,35.7,29.1,23.7,83,O,경고,X,매우높음
2023.8.2,보성(732),O,33.8,33.5,27.4,22.6,80,O,경고,X,매우높음
2023.8.2,완주(734),O,35,34,28.3,24.2,83,O,경고,X,매우높음
2023.8.2,김제(737),O,35.5,34.1,29.1,25.8,80,O,경고,O,매우높음
2023.8.2,화순(741),O,36,36,28.7,23.4,76,O,경고,X,매우높음
2023.8.2,함평(754),O,35.6,35,29.4,25,80,O,경고,X,매우높음
2023.8.2,곡성(768),O,35.6,36.5,28.4,22.7,81,O,경고,X,매우높음
2023.8.2,압해도(789),O,35.1,33.4,28.1,24.6,87,O,경고,X,매우높음
2023.8.2,영양(801),O,34.2,33.8,27.7,23.4,84,O,경고,X,매우높음
2023.8.2,성주(810),O,35.2,36.1,29.3,23.1,70,O,경고,X,매우높음
2023.8.2,고령(812),O,34.7,35,27.8,21.7,83,O,경고,X,매우높음
2023.8.2,청도(813),O,35,35.4,27.8,21.7,75,O,경고,X,매우높음
2023.8.2,예천(815),O,34.7,34.4,28.3,23.4,79,O,경고,X,매우높음
2023.8.2,김천(822),O,36,35.9,28.1,22.1,83,O,경고,X,매우높음
2023.8.2,군위(823),O,35.4,35.2,29,23.2,78,O,경고,X,매우높음
2023.8.2,칠곡(825),O,35.2,35.2,29.1,23.7,79,O,경고,O,매우높음
