사용일자,노선명,역명,승차총승객수,하차총승객수,승하차객수
20240701,8호선,가락시장,8452,9355,17807
20240701,8호선,송파,10344,10135,20479
20240701,8호선,석촌,8582,9957,18539
20240701,8호선,잠실(송파구청),16923,19339,36262
20240701,8호선,몽촌토성(평화의문),7322,7310,14632
20240701,8호선,강동구청,11441,11808,23249
20240701,8호선,천호(풍납토성),15990,18171,34161
20240701,8호선,암사,20563,18267,38830
20240701,7호선,온수(성공회대입구),10649,9644,20293
20240701,7호선,천왕,12870,12616,25486
20240701,7호선,광명사거리,21360,20988,42348
20240701,7호선,철산,23020,23358,46378
20240701,7호선,가산디지털단지,51392,52007,103399
20240701,7호선,남구로,16887,17389,34276
20240701,7호선,대림(구로구청),9771,9718,19489
20240701,7호선,신풍,12175,11464,23639
20240701,7호선,보라매,7127,7433,14560
20240701,7호선,신대방삼거리,15885,15508,31393
20240701,7호선,장승배기,10276,10037,20313
20240701,7호선,상도,12443,12143,24586
20240701,7호선,숭실대입구(살피재),13398,13910,27308
20240701,7호선,남성,12335,11934,24269
20240701,7호선,이수,17091,16855,33946
20240701,7호선,내방,16616,16634,33250
20240701,7호선,고속터미널,17384,14515,31899
20240701,7호선,반포,6966,6666,13632
20240701,7호선,논현,20830,21143,41973
20240701,7호선,학동,26679,27428,54107
20240701,7호선,강남구청,17447,19198,36645
20240701,7호선,청담,21387,22906,44293
20240701,7호선,자양(뚝섬한강공원),10159,9775,19934
20240701,7호선,건대입구,13794,14204,27998
20240701,7호선,어린이대공원(세종대),14478,14277,28755
20240701,7호선,군자(능동),16191,13136,29327
20240701,7호선,중곡,12008,11232,23240
20240701,7호선,용마산(용마폭포공원),6355,6225,12580
20240701,7호선,사가정,17044,17294,34338
20240701,7호선,면목,16006,15584,31590
20240701,7호선,상봉,18123,17382,35505
20240701,7호선,중화,11272,11123,22395
20240701,7호선,먹골,10902,10902,21804
20240701,7호선,태릉입구,9182,8660,17842
20240701,7호선,공릉(서울과학기술대),13012,12845,25857
20240701,7호선,하계,19420,18092,37512
20240701,7호선,중계,16076,14811,30887
20240701,7호선,노원,26223,27178,53401
20240701,7호선,마들,14365,13602,27967
20240701,7호선,수락산,13101,13120,26221
20240701,7호선,도봉산,9518,10854,20372
20240701,7호선,장암,2956,1098,4054
20240701,6호선,신내,1,0,1
20240701,6호선,봉화산(서울의료원),9805,9140,18945
20240701,6호선,화랑대(서울여대입구),12756,10056,22812
20240701,6호선,태릉입구,5834,6511,12345
20240701,6호선,석계,13279,13867,27146
20240701,6호선,돌곶이,10856,10251,21107
20240701,6호선,상월곡(한국과학기술연구원),6810,6128,12938
20240701,6호선,월곡(동덕여대),12597,12585,25182
20240701,6호선,고려대(종암),8976,8669,17645
20240701,6호선,안암(고대병원앞),12375,12783,25158
20240701,6호선,보문,8450,7967,16417
20240701,6호선,창신,4000,3333,7333
20240701,6호선,동묘앞,8791,9138,17929
20240701,6호선,신당,8816,9560,18376
20240701,6호선,청구,4264,4215,8479
20240701,6호선,약수,4064,3945,8009
20240701,6호선,버티고개,2324,2409,4733
20240701,6호선,한강진,8599,10094,18693
20240701,6호선,이태원,10719,10936,21655
20240701,6호선,녹사평(용산구청),5265,5015,10280
20240701,6호선,삼각지,7128,6234,13362
20240701,6호선,효창공원앞,8027,7322,15349
20240701,6호선,공덕,21275,20708,41983
20240701,6호선,대흥(서강대앞),9985,10263,20248
20240701,6호선,광흥창(서강),10451,9891,20342
20240701,6호선,상수,9591,10478,20069
20240701,6호선,합정,13255,12976,26231
20240701,6호선,망원,15351,16431,31782
20240701,6호선,마포구청,15669,14216,29885
20240701,6호선,월드컵경기장(성산),4502,4587,9089
20240701,6호선,디지털미디어시티,16084,17501,33585
20240701,6호선,증산(명지대앞),10563,10618,21181
20240701,6호선,새절(신사),13816,12705,26521
20240701,6호선,구산,8980,6924,15904
20240701,6호선,독바위,3169,3255,6424
20240701,6호선,불광,4962,4917,9879
20240701,6호선,역촌,4144,4645,8789
20240701,6호선,응암,19017,18947,37964
20240701,5호선,하남검단산,6928,6511,13439
20240701,5호선,하남시청(덕풍·신장),8883,8574,17457
20240701,5호선,하남풍산,4966,4858,9824
20240701,5호선,미사,18798,19278,38076
20240701,5호선,강일,6497,6065,12562
20240701,5호선,마천,8448,7594,16042
20240701,5호선,거여,11211,10974,22185
20240701,5호선,개롱,7199,7473,14672
20240701,5호선,오금,4254,4339,8593
20240701,5호선,방이,7800,8053,15853
20240701,5호선,올림픽공원(한국체대),6258,5055,11313
20240701,5호선,둔촌동,9544,9494,19038
20240701,5호선,상일동,16222,15238,31460
20240701,5호선,고덕,12146,11758,23904
20240701,5호선,명일,9574,10008,19582
20240701,5호선,굽은다리(강동구민회관앞),10404,9920,20324
20240701,5호선,길동,8954,9230,18184
20240701,5호선,강동,19792,19304,39096
20240701,5호선,천호(풍납토성),19880,19970,39850
20240701,5호선,광나루(장신대),14563,13784,28347
20240701,5호선,아차산(어린이대공원후문),15464,15131,30595
20240701,5호선,군자(능동),11905,12953,24858
20240701,5호선,장한평,20741,20667,41408
20240701,5호선,답십리,17369,15843,33212
20240701,5호선,마장,6378,5884,12262
20240701,5호선,왕십리(성동구청),4945,5608,10553
20240701,5호선,행당,8804,7905,16709
20240701,5호선,신금호,7170,7610,14780
20240701,5호선,청구,4378,4057,8435
20240701,5호선,동대문역사문화공원(DDP),3488,3955,7443
20240701,5호선,을지로4가,7337,7411,14748
20240701,5호선,종로3가,14690,15315,30005
20240701,5호선,광화문(세종문화회관),35350,36878,72228
20240701,5호선,서대문,23160,23292,46452
20240701,5호선,충정로(경기대입구),5195,5368,10563
20240701,5호선,애오개,7757,7828,15585
20240701,5호선,공덕,16265,17609,33874
20240701,5호선,마포,17001,16900,33901
20240701,5호선,여의나루,16013,16237,32250
20240701,5호선,여의도,34410,35017,69427
20240701,5호선,신길,5306,5558,10864
20240701,5호선,영등포시장,12089,12315,24404
20240701,5호선,영등포구청,5375,5327,10702
20240701,5호선,양평,8626,8489,17115
20240701,5호선,오목교(목동운동장앞),21979,23622,45601
20240701,5호선,목동,17750,19412,37162
20240701,5호선,신정(은행정),14589,12176,26765
20240701,5호선,까치산,29768,29067,58835
20240701,5호선,화곡,30736,28926,59662
20240701,5호선,우장산,16105,15901,32006
20240701,5호선,발산,24408,25074,49482
20240701,5호선,마곡,13825,13811,27636
20240701,5호선,송정,6945,6630,13575
20240701,5호선,김포공항,11297,8114,19411
20240701,5호선,개화산,6606,6381,12987
20240701,5호선,방화,7863,7508,15371
20240701,4호선,남태령,1307,1116,2423
20240701,4호선,사당,25725,22524,48249
20240701,4호선,총신대입구(이수),20903,22337,43240
20240701,4호선,동작(현충원),1671,1915,3586
20240701,4호선,이촌(국립중앙박물관),8507,9544,18051
20240701,4호선,신용산,20804,21919,42723
20240701,4호선,삼각지,6144,6767,12911
20240701,4호선,숙대입구(갈월),15101,14611,29712
20240701,4호선,서울역,13715,21364,35079
20240701,4호선,회현(남대문시장),27977,29414,57391
20240701,4호선,명동,33431,35193,68624
20240701,4호선,충무로,32289,32994,65283
20240701,4호선,동대문역사문화공원(DDP),19495,17356,36851
20240701,4호선,동대문,22461,22714,45175
20240701,4호선,혜화,31213,31262,62475
20240701,4호선,한성대입구(삼선교),14145,13745,27890
20240701,4호선,성신여대입구(돈암),22162,21452,43614
20240701,4호선,미아사거리,28847,28021,56868
20240701,4호선,미아(서울사이버대학),16455,16031,32486
20240701,4호선,수유(강북구청),35817,35948,71765
20240701,4호선,쌍문,31519,29147,60666
20240701,4호선,창동,27657,29065,56722
20240701,4호선,노원,30175,33598,63773
20240701,4호선,상계,20974,19654,40628
20240701,4호선,당고개,10388,8773,19161
20240701,3호선,오금,7163,6328,13491
20240701,3호선,경찰병원,8524,8706,17230
20240701,3호선,가락시장,9865,9521,19386
20240701,3호선,수서,19217,19516,38733
20240701,3호선,일원,12239,11932,24171
20240701,3호선,대청,12170,11425,23595
20240701,3호선,학여울,2284,2253,4537
20240701,3호선,대치,12680,12747,25427
20240701,3호선,도곡,6594,6616,13210
20240701,3호선,매봉,14354,13696,28050
20240701,3호선,양재(서초구청),40184,43672,83856
20240701,3호선,남부터미널(예술의전당),31194,31691,62885
20240701,3호선,교대(법원.검찰청),18139,11099,29238
20240701,3호선,고속터미널,39774,36774,76548
20240701,3호선,잠원,5558,5300,10858
20240701,3호선,신사,29427,30566,59993
20240701,3호선,압구정,34292,36350,70642
20240701,3호선,옥수,9377,9707,19084
20240701,3호선,금호,8558,8041,16599
20240701,3호선,약수,13816,13789,27605
20240701,수인선,호구포,4241,4367,8608
20240701,3호선,동대입구,9335,10098,19433
20240701,3호선,충무로,6,0,6
20240701,3호선,을지로3가,12682,12517,25199
20240701,3호선,종로3가,12056,13028,25084
20240701,3호선,안국,27786,28258,56044
20240701,3호선,경복궁(정부서울청사),24658,24596,49254
20240701,3호선,독립문,7890,7894,15784
20240701,3호선,무악재,4951,4764,9715
20240701,3호선,홍제,19130,18253,37383
20240701,3호선,녹번,16486,15364,31850
20240701,3호선,불광,17864,19129,36993
20240701,3호선,연신내,36454,34724,71178
20240701,3호선,구파발,23356,22437,45793
20240701,3호선,지축,8210,8281,16491
20240701,2호선,용두(동대문구청),2679,2823,5502
20240701,2호선,신정네거리,10894,11306,22200
20240701,2호선,양천구청,7385,7731,15116
20240701,2호선,도림천,1514,1640,3154
20240701,2호선,신설동,3585,3448,7033
20240701,2호선,신답,1877,2114,3991
20240701,2호선,용답,3095,3076,6171
20240701,2호선,충정로(경기대입구),11427,11993,23420
20240701,2호선,아현,11789,10860,22649
20240701,2호선,이대,16866,18864,35730
20240701,2호선,신촌,38320,38797,77117
20240701,2호선,홍대입구,68513,72441,140954
20240701,2호선,합정,31876,33826,65702
20240701,2호선,당산,19116,22661,41777
20240701,2호선,영등포구청,24618,25392,50010
20240701,2호선,문래,25593,26195,51788
20240701,2호선,신도림,52030,50407,102437
20240701,2호선,대림(구로구청),26349,26813,53162
20240701,2호선,구로디지털단지,62554,62131,124685
20240701,2호선,신대방,26718,25946,52664
20240701,2호선,신림,57327,55411,112738
20240701,2호선,봉천,26453,25095,51548
20240701,2호선,서울대입구(관악구청),49359,48579,97938
20240701,2호선,낙성대(강감찬),29414,28970,58384
20240701,2호선,사당,39975,41536,81511
20240701,2호선,방배,17238,17798,35036
20240701,2호선,서초,23998,23682,47680
20240701,2호선,교대(법원.검찰청),34405,40750,75155
20240701,2호선,강남,86648,84979,171627
20240701,2호선,역삼,58652,67029,125681
20240701,2호선,선릉,65979,58231,124210
20240701,2호선,삼성(무역센터),57969,59341,117310
20240701,2호선,종합운동장,8393,9059,17452
20240701,2호선,잠실새내,25148,24398,49546
20240701,2호선,잠실(송파구청),78515,78503,157018
20240701,2호선,잠실나루,17150,16607,33757
20240701,2호선,강변(동서울터미널),31249,28846,60095
20240701,2호선,구의(광진구청),26628,26269,52897
20240701,2호선,건대입구,35948,37728,73676
20240701,2호선,성수,44577,48653,93230
20240701,2호선,뚝섬,25563,27051,52614
20240701,2호선,한양대,10992,11890,22882
20240701,2호선,왕십리(성동구청),16044,14530,30574
20240701,2호선,상왕십리,15736,15624,31360
20240701,2호선,신당,15440,15981,31421
20240701,2호선,동대문역사문화공원(DDP),14628,16756,31384
20240701,2호선,을지로4가,15868,15485,31353
20240701,2호선,을지로3가,27086,26914,54000
20240701,2호선,을지로입구,53917,55357,109274
20240701,2호선,시청,29542,28262,57804
20240701,1호선,동묘앞,9171,9320,18491
20240701,1호선,청량리(서울시립대입구),23940,23062,47002
20240701,1호선,제기동,17951,18156,36107
20240701,1호선,신설동,15557,15072,30629
20240701,1호선,동대문,12074,11684,23758
20240701,1호선,종로5가,25143,24698,49841
20240701,1호선,종로3가,25248,22927,48175
20240701,1호선,종각,42386,42377,84763
20240701,1호선,시청,27392,27297,54689
20240701,1호선,서울역,55778,52158,107936
20240702,중앙선,지평,41,51,92
20240702,경의선,검암,1,0,1
20240702,중앙선,양평,2804,2732,5536
20240702,중앙선,오빈,274,282,556
20240702,중앙선,아신,485,458,943
20240702,중앙선,국수,643,607,1250
20240702,중앙선,신원,150,127,277
20240702,중앙선,양수,1597,1643,3240
20240702,중앙선,운길산,486,470,956
20240702,중앙선,팔당,655,663,1318
20240702,중앙선,도심,2443,1934,4377
20240702,중앙선,덕소,5327,5164,10491
20240702,중앙선,양정,528,427,955
20240702,중앙선,도농,11337,10343,21680
20240702,중앙선,구리,12780,12967,25747
20240702,중앙선,양원,3269,3249,6518
20240702,중앙선,망우,7291,6783,14074
