count,date,title,description,org_link,link
156,2024-08-13 12:44:00,"AI의 미래 그리고 리스크, 챗GPT 개발사 최고전략책임자 '제이슨 권'과 비젼 ...","서울시는 AI 스타트업 개발자, <b>인공지능</b>에 관심 있는 대학생, 시민 등이 AI 산업의 인사이트를 자유롭게 교환할 수 있는 '서울 AI 허브 네트워킹 데이' 행사를 이날 오후 4시 <b>인공지능</b>(AI) 분야 기술창업 육성... ",https://www.newscj.com/news/articleView.html?idxno=3168949,https://www.newscj.com/news/articleView.html?idxno=3168949
157,2024-08-13 12:44:00,"공주시, '2024 충남공주시민대학' 2학기 수강생 모집","또 ▲챗GPT, 더욱 중요해진 좋은 질문의 힘 : 슬기로운 <b>인공지능</b> 생활 ▲사람과 지역을 기록하다 ▲꿈 찾기 프로젝트 '뮤지컬' ▲기후변화 1.5도씨의 미래 ▲시골집 로망 실현하기 ▲영화속 인문학 여행 : 시네마톡톡... ",http://www.chungnamilbo.co.kr/news/articleView.html?idxno=785351,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=785351
158,2024-08-13 12:42:00,"시스코, 프라이버시·보안 등 정부가 주도하는 '서울 AI 기업 서약' 동참 선언","삼성전자, KT, 마이크로소프트, 구글, 오픈 AI 등 국내외 <b>인공지능</b>(AI) 관련 기업 14곳이 참여 의사를 밝혔으며, 국제 표준 개발을 위한 협력 강화 지속가능한 AI 발전과 혁신을 위한 시스템 개발 및 투자 전문인력 육성... ",https://www.dailysecu.com/news/articleView.html?idxno=158495,https://www.dailysecu.com/news/articleView.html?idxno=158495
159,2024-08-13 12:42:00,&quot;콘텐츠 인재 여기 모여라&quot; 콘텐츠 유니버스 코리아 콘테스트 개최 [MICE],먼저 크리에이톤은 ‘일상이 콘텐츠다’를 주제로 영상에 포자랩스의 <b>인공지능</b>(AI) 음악을 더한 숏폼 영상(짧은 길이의 영상)을 제작하는 공모전이다. 포자랩스는 누구든 쉽게 음악을 만들 수 있도록 <b>인공지능</b>을... ,http://www.edaily.co.kr/news/newspath.asp?newsid=02604326638986992,https://n.news.naver.com/mnews/article/018/0005810411?sid=101
160,2024-08-13 12:41:00,키 큰 구름부터 부끄럼 많은 구름까지…'구름관찰자를 위한 그림책',"<b>인공지능</b> 시대의 글쓰기에서 마지막까지 기계에 의존할 수 없는 것이 있다면, 그것은 바로 '글쓰기의 감각'이라고 이 책을 말하고 있습니다. --- [불안세대 / 조너선 하이트 / 웅진지식하우스] &quot;소셜 미디어에 5시간 이상... ",https://news.sbs.co.kr/news/endPage.do?news_id=N1007761047&plink=ORI&cooper=NAVER,https://n.news.naver.com/mnews/article/055/0001181164?sid=103
161,2024-08-13 12:40:00,[기고] 지속가능한 데이터센터 위한 효율적인 인프라 운영,효성인포메이션시스템 SA팀 박용진 리더 디지털 전환(Digital Transformation)이 가속화되고 <b>인공지능</b>(AI)이 급격히 확산하면서 데이터센터 수요가 크게 증가하고 있다. 데이터센터는 적지 않은 에너지와 전력을... ,http://www.itdaily.kr/news/articleView.html?idxno=226051,http://www.itdaily.kr/news/articleView.html?idxno=226051
162,2024-08-13 12:40:00,"수원도시재단, '2024 새빛 비즈니스마당' 개최…AI 활용 수출 사례 공유","50대 수출교역국 언어 외국어 명함, 외국어 훈련 등 제공 중소기업인, (예비)창업자, 1인창조기업 등 100명 모집 수원도시재단이 <b>인공지능</b>(AI)에 관심있는 기업인, 창업인들의 해외 수출 성공을 지원하기 위해 나섰다.... ",https://www.kgnews.co.kr/news/article.html?no=805470,https://www.kgnews.co.kr/news/article.html?no=805470
163,2024-08-13 12:38:00,"레인보우로보틱스-현대로템, 육군에 '대테러작전용 다족보행로봇' 시제 납품",이어가 <b>인공지능</b>(AI) 기능을 강화한 '대한민국 육군 맞춤형 대테러로봇'을 양산하는 데 더욱 노력해 나갈 것&quot;이라고 말했다. 한편 레인보우로보틱스는 2022년 6월 '비정형 복잡한 환경에서 매니퓰레이터를 이용한 다중... ,https://www.newscj.com/news/articleView.html?idxno=3168943,https://www.newscj.com/news/articleView.html?idxno=3168943
164,2024-08-13 12:38:00,아이스크림미디어 16일까지 수요예측...청약일정과 상장일,아이스크림미디어 공모주 로고 <b>인공지능</b>(AI)·에듀테크 기업 아이스크림미디어가 코스닥 상장에 도전한다. 허주환 아이스크림미디어 대표이사는 지난 1일 서울 여의도에서 열린 기업설명회에서 &quot;빠르게 변화하는... ,https://www.gukjenews.com/news/articleView.html?idxno=3065523,https://www.gukjenews.com/news/articleView.html?idxno=3065523
165,2024-08-13 12:34:00,"샌즈랩-로그프레소, 차세대 AI 기반 XDR 개발 위해 '맞손'",<b>인공지능</b>(AI) 기반 사이버 위협 인텔리전스(CTI) 전문기업 샌즈랩(대표 김기홍)은 지난 8일 클라우드 SIEM(보안 정보 및 이벤트 관리) 전문기업 로그프레소와 '<b>인공지능</b> 기반 차세대 XDR(Extended Detection and Response; 확장된... ,http://www.itdaily.kr/news/articleView.html?idxno=226049,http://www.itdaily.kr/news/articleView.html?idxno=226049
166,2024-08-13 12:34:00,충남도 '천안아산 KTX 역세권 R&amp;D 집적지구' 조성 속도,"데이터와 네트워크, <b>인공지능</b>(AI)을 적용해 제조 기업에 맞춤형 서비스를 제공하는 거점 시설인 이 센터는 443억 원을 투입해 5000㎡의 부지에 지하 1, 지상 6층, 연면적 6676㎡로 건립 중이다. 이밖에 ▲바이오·의료... ",https://www.joongdo.co.kr/web/view.php?key=20240812010003136,https://www.joongdo.co.kr/web/view.php?key=20240812010003136
167,2024-08-13 12:34:00,"서부발전, 지역인재 요람 '위피스쿨' 14기 수료식",서부발전 직원 4명이 멘티를 대상으로 재능기부인 <b>인공지능</b>·코딩수업을 진행했고 본사 강의실을 열어 지역 학부모와 교사 등 70여명에게 ‘에듀테크 특강’을 제공했다. 멘티 학교 관계자는 “초등학교 고학년을... ,https://www.joongdo.co.kr/web/view.php?key=20240813010003294,https://www.joongdo.co.kr/web/view.php?key=20240813010003294
168,2024-08-13 12:32:00,"시스코, 정부 주도 '서울 AI 기업 서약' 동참 선언","삼성전자, KT, 마이크로소프트, 구글, 오픈 AI 등 국내외 <b>인공지능</b>(AI) 관련 기업 14곳이 참여 의사를 밝혔다. 국제 표준 개발을 위한 협력 강화, 지속가능한 AI 발전과 혁신을 위한 시스템 개발 및 투자, 전문인력 육성... ",https://www.etnews.com/20240813000162,https://n.news.naver.com/mnews/article/030/0003231291?sid=105
169,2024-08-13 12:32:00,"넥스원소프트, 한국소비자원에 'AI 비정형 가명처리 솔루션' 공급",넥스원소프트(대표 최덕훈)가 한국소비자원의 '<b>지능</b>형 위해정보 통합처리 플랫폼 구축 사업'에 <b>인공지능</b>(AI) 기반의 비정형 데이터 가명처리 솔루션 '이노버 디아이디(Innover De-ID)'를 공급했다고 13일 밝혔다. 최근... ,https://www.dailysecu.com/news/articleView.html?idxno=158492,https://www.dailysecu.com/news/articleView.html?idxno=158492
170,2024-08-13 12:32:00,"제주, '드론과 AI' 첨단시스템으로 교통정체 해소 나선다",제주특별자치도 자치경찰단(단장 박기남)이 드론과 <b>인공지능</b>(AI)을 활용한 첨단 시뮬레이터 시스템을 도입해 교통정체 해소에 나선다. 자치경찰단은 '2022~2023년 지자체 <b>지능</b>형교통체계 국고보조사업'의 일환으로 사업비... ,http://www.headlinejeju.co.kr/news/articleView.html?idxno=550362,http://www.headlinejeju.co.kr/news/articleView.html?idxno=550362
171,2024-08-13 12:30:00,"도성훈 인천광역시교육감, 지역연계 꿈이음대학 성과공유회 참석 “학생들의 ...","‘<b>인공지능</b>과 함께 미리 체험하는 스타트업’ 강의를 진행한 가톨릭대학교 교수는 “꿈이음대학에 참여하는 학생들은 어떤 대학생들보다 적극적이고, 기민하게 학습을 받아들여 매 시간마다 굉장히 놀랐다”며... ",http://www.globalepic.co.kr/view.php?ud=20240813122608377948439a4874_29,http://www.globalepic.co.kr/view.php?ud=20240813122608377948439a4874_29
172,2024-08-13 12:30:00,"휴런, 태국 대학병원과 파킨슨병 진단 AI 연구",뇌신경질환 전문 의료 <b>인공지능</b>(AI) 기업 휴런이 지난 1일 태국 방콕에서 마히돌대학교(Mahidol University) 시리라즈 병원(Siriraj Hospital)과 연구 협약을 체결했다고 13일 밝혔다. 이번 협약식에는 휴런의 박찬익... ,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3020098,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3020098
173,2024-08-13 12:30:00,"<b>인공지능</b> 활용 수출 사례 공유, ‘2024 새빛 비즈니스마당’ 개최",경기도수원도시재단은 오는 9월 12일 이비스 앰배서더에서 <b>인공지능</b>(AI)을 활용한 비즈니스 수출 노하우 등을 소개하는 ‘2024 새빛 비즈니스마당’을 개최한다. 기업가들이 직접 최신 AI 기술 동향과 실무에 활용한... ,http://www.shinailbo.co.kr/news/articleView.html?idxno=1916801,http://www.shinailbo.co.kr/news/articleView.html?idxno=1916801
174,2024-08-13 12:30:00,"외신 &quot;트럼프-머스크 인터뷰서 비트코인 언급 없어, 예측 빗나간 베팅 시장&quot;","이번 인터뷰에서는 불법 이민, 경제, <b>인공지능</b>, 지구온난화 등 다양한 주제가 다뤄졌으나, 암호화폐는 논의되지 않았다. 이는 예상을 벗어난 결과로, 폴리마켓(Poylmarket)에서 트럼프가 인터뷰 중 암호화폐를 언급할... ",http://coinreaders.com/120921,http://coinreaders.com/120921
175,2024-08-13 12:30:00,"&quot;AI 시대의 패널 혁신, 삼성D가 선도한다&quot;… 이창희 부사장, 디스플레이 기술...",&quot;삼성디스플레이는 <b>인공지능</b>(AI) 시대를 맞아 새로운 성장 기회를 잡은 디스플레이 산업을 주도할 것입니다.&quot; 이창희 삼성디스플레이 디스플레이연구소장(부사장)이 13일 서울 코엑스(COEX)에서 열린 '디스플레이 비즈니스... ,https://www.newscj.com/news/articleView.html?idxno=3168945,https://www.newscj.com/news/articleView.html?idxno=3168945
176,2024-08-13 12:30:00,"미래에셋증권 WM강남파이낸스센터, ‘마스터스 아카데미 1기’ 출범 행사 개최",이번 행사에서는 ‘마스터스 아카데미’ 출범을 기념해 한국<b>인공지능</b>협회 권영우 부회장의 ‘ChatGPT를 활용한 기업 경영계획 수립 및 산업 분석’을 주제로 세미나를 실시한다. 지난해 2월부터 진행된 ‘금융&amp;아트... ,https://www.cnbnews.com/news/article.html?no=676124,https://www.cnbnews.com/news/article.html?no=676124
177,2024-08-13 12:28:00,"현대건설, 'H 트랜스포밍 월&amp;퍼니처 Ⅲ' 공개…미래형 주거모델 혁신 선도",현대건설은 <b>인공지능</b>(AI) 기반의 헬스케어 기술이 적용된 최첨단 미래형 주거모델을 도입하고 헬스리빙·웰니스·메디컬 분야 솔루션을 개발하고 있다. 편의성과 경제성을 넘어 '삶의 가치를 높이는 곳'으로서 주거모델을... ,https://www.ezyeconomy.com/news/articleView.html?idxno=201602,https://www.ezyeconomy.com/news/articleView.html?idxno=201602
178,2024-08-13 12:28:00,&quot;2025년 AI 주식에는 숨겨진 위험은…감가상각 이슈&quot;,"<b>인공지능</b>(AI) 붐의 혜택을 받는 기업들이 성과를 증명하기 위해 경쟁하고 있지만, 투자자들이 고려하지 못한 숨겨진 비용이 있다는 경고가 나왔다. 12일(현지시간) 바클레이즈는 대규모 AI 칩 투자와 관련된... ",https://news.einfomax.co.kr/news/articleView.html?idxno=4321069,https://news.einfomax.co.kr/news/articleView.html?idxno=4321069
179,2024-08-13 12:27:00,"LG유플러스, 광복절 콘셉트 AI 프로필 제작해준다",LG유플러스가 광복절을 맞아 서울 마포구에 위치한 LG유플러스 도화동 공덕역점에서 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 제작해주는 '익시 포토부스'를 선보였다. 익시 포토부스는 현장에서 촬영한 단 한 장의... ,https://www.etnews.com/20240813000159,https://n.news.naver.com/mnews/article/030/0003231288?sid=105
180,2024-08-13 12:26:00,'샌즈랩-로그프레소' 미래 사이버 보안 위한 '차세대 AI 기반 XDR' 개발 MOU ...,"<b>인공지능</b>(AI) 기반 사이버 위협 인텔리전스(CTI) 전문기업 샌즈랩(코스닥 411080, 대표 김기홍)은 지난 8일 클라우드 SIEM 전문기업 로그프레소와 '<b>인공지능</b> 기반 차세대 XDR(Extended Detection and Response) 개발을 위한 업무... ",https://www.dailysecu.com/news/articleView.html?idxno=158491,https://www.dailysecu.com/news/articleView.html?idxno=158491
181,2024-08-13 12:24:00,"코어라인소프트, '에이뷰 피이' 의료기기 제조인증 획득","코어라인소프트(대표 김진국)는 <b>인공지능</b>(AI) 솔루션 '에이뷰 피이(AVIEW PE)'에 대한 의료기기 제조인증(시판 전 허가)을 획득했다고 13일 밝혔다. AVIEW PE(Pulmonary Embolism, PE)는 AI로 폐색전증을 자동 검출하고 진단을... ",http://www.itdaily.kr/news/articleView.html?idxno=226042,http://www.itdaily.kr/news/articleView.html?idxno=226042
182,2024-08-13 12:24:00,"GIST 학생들, 교통사고 AI분석 솔루션으로 창업 경진대회 2회 연속 수상",<b>인공지능</b>(AI)을 활용한 교통사고 리포트 자동제작 솔루션을 선보인 '어시스트' 팀은 '제1회 PSD(Pre Startup Dream) 창업경진대회'와 '2024년 창업중심대학 청년 창업아이템 챌린지(호남권)'에서 각각 우수상과 장려상을... ,http://www.itdaily.kr/news/articleView.html?idxno=226033,http://www.itdaily.kr/news/articleView.html?idxno=226033
183,2024-08-13 12:24:00,"플리토, '구름관찰자를 위한 가이드' 포럼에 AI 통번역 제공",<b>인공지능</b>(AI) 언어 데이터 전문기업 플리토(대표 이정수)는 서울 마포구 문화비축기지에서 열린 '구름관찰자를 위한 가이드' 포럼에서 AI 기반 다국어 동시통역 솔루션을 제공했다고 13일 밝혔다. 서울시가 주최하고... ,http://www.itdaily.kr/news/articleView.html?idxno=226041,http://www.itdaily.kr/news/articleView.html?idxno=226041
184,2024-08-13 12:24:00,"오픈AI 제이슨 권 CSO, '서울 AI 허브'서 미래 기술 비전 공유",서울시는 '서울 AI 허브 네트워킹 데이' 행사를 13일 오후 4시 <b>인공지능</b>(AI) 분야 기술창업 육성 전문기관인 서울 AI 허브(센터장 박찬진) 4층에서 개최한다고 밝혔다. 이번 행사는 챗GPT 개발사인 오픈AI에서 서울시... ,http://www.itdaily.kr/news/articleView.html?idxno=226045,http://www.itdaily.kr/news/articleView.html?idxno=226045
185,2024-08-13 12:24:00,"[재계는 지금] 삼성전자, 트렉 바이시클과 '울트라 라이딩 챌린지' 진행 外",참여자들은 사이클에 특화된 '갤럭시 워치 울트라'의 다양한 <b>인공지능</b>(AI) 운동 코칭 기능을 체험할 수 있다. '갤럭시 워치 울트라'를 착용하고 약 4분 정도 사이클링을 하면 1시간 정도 지속 유지할 수 있는 최대... ,https://dealsite.co.kr/articles/126852,https://dealsite.co.kr/articles/126852
186,2024-08-13 12:24:00,"삼성전자, 트렉 바이시클과 '울트라 라이딩 챌린지' 진행",챌린지 참여자들은 사이클에 특화된 갤럭시 워치 울트라의 다양한 <b>인공지능</b>(AI) 운동 코칭 기능을 체험할 수 있다. 이를 착용하고 약 4분 정도 사이클링을 하면 1시간 정도 지속 유지할 수 있는 최대 운동 평균 강도... ,https://www.newscj.com/news/articleView.html?idxno=3168937,https://www.newscj.com/news/articleView.html?idxno=3168937
187,2024-08-13 12:22:00,"그날의 독립군 처럼...LG유플러스 익시 AI 사진, 광복절 콘셉트 출시",13일 오전 서울 마포구 LG유플러스 도화동 공덕역점에 마련된 '익시(ixi) 포토부스' 앞에서 모델들이 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 들고 있다. 익시 포토부스는 현장에서 촬영한 사진을... ,https://www.newspim.com/news/view/20240813000528,https://www.newspim.com/news/view/20240813000528
188,2024-08-13 12:22:00,'익시 포토부스에서 광복절 기념하세요~',13일 오전 서울 마포구 LG유플러스 도화동 공덕역점에 마련된 '익시(ixi) 포토부스' 앞에서 모델들이 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 들고 있다. 익시 포토부스는 현장에서 촬영한 사진을... ,https://www.newspim.com/news/view/20240813000527,https://www.newspim.com/news/view/20240813000527
189,2024-08-13 12:22:00,AI 프로필 사진으로 독립투사로 변신,13일 오전 서울 마포구 LG유플러스 도화동 공덕역점에 마련된 '익시(ixi) 포토부스' 앞에서 모델들이 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 들고 있다. 익시 포토부스는 현장에서 촬영한 사진을... ,https://www.newspim.com/news/view/20240813000530,https://www.newspim.com/news/view/20240813000530
190,2024-08-13 12:22:00,AI 사진으로 나도 독립운동가,13일 오전 서울 마포구 LG유플러스 도화동 공덕역점에 마련된 '익시(ixi) 포토부스' 앞에서 모델들이 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 들고 있다. 익시 포토부스는 현장에서 촬영한 사진을... ,https://www.newspim.com/news/view/20240813000531,https://www.newspim.com/news/view/20240813000531
191,2024-08-13 12:22:00,"LGU+, 광복절 콘셉트 'AI 포토부스' 운영",13일 오전 서울 마포구 LG유플러스 도화동 공덕역점에 마련된 '익시(ixi) 포토부스' 앞에서 모델들이 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 들고 있다. 익시 포토부스는 현장에서 촬영한 사진을... ,https://www.newspim.com/news/view/20240813000532,https://www.newspim.com/news/view/20240813000532
192,2024-08-13 12:22:00,"하나은행·카이스트, AI 상업용 부동산 시장예측 모델 개발",하나은행은 카이스트(KAIST)와 공동으로 <b>인공지능</b>(AI) 기반 상업용 부동산 시장예측 모델인 '하나AI CRP(상업용 부동산 시장 예측)' 서비스를 개발했다고 13일 밝혔다. 국내 시장에 특화된 상업용 부동산 시장예측... ,https://www.thereport.co.kr/news/articleView.html?idxno=52431,https://www.thereport.co.kr/news/articleView.html?idxno=52431
193,2024-08-13 12:22:00,AI로 만나는 독립투사가 된 나의 모습,13일 오전 서울 마포구 LG유플러스 도화동 공덕역점에 마련된 '익시(ixi) 포토부스' 앞에서 모델들이 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 들고 있다. 익시 포토부스는 현장에서 촬영한 사진을... ,https://www.newspim.com/news/view/20240813000536,https://www.newspim.com/news/view/20240813000536
194,2024-08-13 12:22:00,"LGU+, 광복절 콘셉트 '익시 포토부스' 무료 운영",13일 오전 서울 마포구 LG유플러스 도화동 공덕역점에 마련된 '익시(ixi) 포토부스' 앞에서 모델들이 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 들고 있다. 익시 포토부스는 현장에서 촬영한 사진을... ,https://www.newspim.com/news/view/20240813000534,https://www.newspim.com/news/view/20240813000534
195,2024-08-13 12:22:00,'익시 포토부스'로 독립투사가 된 나의 모습,13일 오전 서울 마포구 LG유플러스 도화동 공덕역점에 마련된 '익시(ixi) 포토부스' 앞에서 모델들이 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 들고 있다. 익시 포토부스는 현장에서 촬영한 사진을... ,https://www.newspim.com/news/view/20240813000529,https://www.newspim.com/news/view/20240813000529
196,2024-08-13 12:22:00,AI 사진으로 기념하는 광복의 기쁨,13일 오전 서울 마포구 LG유플러스 도화동 공덕역점에 마련된 '익시(ixi) 포토부스' 앞에서 모델들이 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 들고 있다. 익시 포토부스는 현장에서 촬영한 사진을... ,https://www.newspim.com/news/view/20240813000535,https://www.newspim.com/news/view/20240813000535
197,2024-08-13 12:20:00,"충남교육청, 우즈베키스탄 교육정보화 방문 연수 개강식",연수 프로그램은 충남교육청의 우수한 <b>인공지능</b> 교육 프로그램을 공유하는 데 중점을 두고 있다. 우즈베키스탄의 요청에 따라 △충남형 미래교육 통합플랫폼 '마주온'을 활용한 디지털 교육 △블록코딩과 텍스트코딩을... ,http://www.newstnt.com/news/articleView.html?idxno=400618,http://www.newstnt.com/news/articleView.html?idxno=400618
198,2024-08-13 12:20:00,LG U+ &quot;광복절 콘셉트 AI 프로필 사진 찍어보세요&quot;,(사진=LG유플러스) LG유플러스가 광복절을 맞아 서울 마포구 LG유플러스 도화동 공덕역점에서 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 제작해주는 '익시 포토 부스'를 선보였다고 13일 밝혔다. 익시 포토부스는... ,http://www.economytalk.kr/news/articleView.html?idxno=261866,http://www.economytalk.kr/news/articleView.html?idxno=261866
199,2024-08-13 12:20:00,&quot;AI 기술 발전할수록 유연한 법체계가 개인정보 보호에 바람직&quot;,<b>인공지능</b>(AI)과 같이 빠른 속도로 기술 진화가 나타나는 상황에선 이를 규율하기 위한 법체계를 유연하게 할 필요가 있다는 주장이 나왔다. 다니엘 솔로브 조지 워싱턴대 교수는 13일 서울 중구 페럼타워에서 서울대가... ,https://view.asiae.co.kr/article/2024081312201121352,https://n.news.naver.com/mnews/article/277/0005458563?sid=105
200,2024-08-13 12:18:00,삼성디스플레이 &quot;AI 시대 OLED 더욱 중요... 저소비전력 위해 연구개발&quot;,&quot;삼성디스플레이는 AI(<b>인공지능</b>) 시대를 맞아 새로운 성장 기회를 잡은 디스플레이 산업을 주도할 것이다.&quot; 이창희 삼성디스플레이 디스플레이연구소장(부사장)은 13일 서울 코엑스에서 열린 '디스플레이 비즈니스 포럼... ,https://www.econovill.com/news/articleView.html?idxno=663676,https://www.econovill.com/news/articleView.html?idxno=663676
201,2024-08-13 12:18:00,"세종시, AI 기반 교통상황 예측 기술 개발 착수",뉴데일리 이길표 기자 = 세종시가 과학기술정보통신부의 '차세대 <b>인공지능</b>(AI) 융합' 공모사업에 선정됨에 따라 AI 기반 교통상황 예측 기술을 개발한다고 13일 밝혔다 시는 올해부터 2027년까지 총 68억 2500만 원의 국비를... ,https://cc.newdaily.co.kr/site/data/html/2024/08/13/2024081300055.html,https://cc.newdaily.co.kr/site/data/html/2024/08/13/2024081300055.html
202,2024-08-13 12:18:00,한국현대문화포럼 ‘제8회 2025 신춘문예’·‘제5회 2025 문학상’ 영어·한...,<b>인공지능</b>(AI)시대를 맞아 한국어가 영어로 병기되어 세계적인 문학으로 자리매김할 절호의 기회가 왔다”고 국제공모 의미를 밝혔다. &amp;65279;세계 최초 AI포털연구가 AI책 ‘인류와 AI 공존프로젝트1 -인간과 우주를... ,https://www.skyedaily.com/news/news_view.html?ID=242878,https://www.skyedaily.com/news/news_view.html?ID=242878
203,2024-08-13 12:17:00,&quot;에어컨 없이 못 버텨&quot;… 무더위에 전력수요 역대 최대치 경신,"게다가 앞으로는 <b>인공지능</b>(AI) 설비와 데이터센터, 전기차, 첨단 반도체 클러스터 등으로 전기 수요가 더 빠르게 늘어날 것이란 분석도 있다. 이에 따라 전력망 확충이 시급한 상황이지만, 한국전력이 늘어난 부채로... ",http://www.segye.com/newsView/20240813508706?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003959574?sid=101
204,2024-08-13 12:17:00,"유상임 후보자, 사퇴압박에도 완주의지…긴장 감도는 과기부","유 후보자가 ICT 전문가는 아니지만, 열린 마음으로 ICT 정책을 검토하고 <b>인공지능</b>(AI) 등 주요 ICT 분야에 관심을 높여주길 바라는 분위기다. 유 후보자는 인사청문회 때 생성형AI인 챗GPT를 사용해 보지 않았다고 대답한 바... ",http://www.edaily.co.kr/news/newspath.asp?newsid=02581366638986992,https://n.news.naver.com/mnews/article/018/0005810403?sid=105
205,2024-08-13 12:16:00,"&quot;AI로 상업용 부동산투자 상담하세요&quot; 하나은행, KAIST와 'AI 상업용 부동산 ...",[사진 하나은행] 하나은행은 <b>인공지능</b>(AI)을 기반으로 한 상업용 부동산 시장예측 모델인 '하나AI CRP(Commercial Real estate market Prediction)' 서비스를 개발했다고 13일 밝혔다. 이 서비스는 꾸준히 증가하고 있는 상업용... ,https://www.nbnews.kr/news/articleView.html?idxno=96466,https://www.nbnews.kr/news/articleView.html?idxno=96466
206,2024-08-13 12:16:00,OLED 가속화에 'AX' 강조...윤수영 LGD CTO &quot;더 효율적·정교한 설계 가능&quot;,"윤 CTO는 OLED 시대의 가속화를 위해 <b>인공지능</b>(AI) 기반 디지털 전환(DX)의 중요성을 강조했다. 그는 &quot;AI는 디스플레이 디자인에 혁신을 가져오고 있다&quot;며 &quot;더 효율적이고 정교한 설계를 가능하게 하며, 가상... ",https://www.newswhoplus.com/news/articleView.html?idxno=12877,https://www.newswhoplus.com/news/articleView.html?idxno=12877
207,2024-08-13 12:15:00,12일 전력 총수요 102GW 돌파 ‘역대 최대치’ 찍었다,폭염·열대야에 냉방 풀가동 탓 연이은 폭염과 <b>인공지능</b>(AI) 등 첨단산업 발전에 따라 국내 전력 수요가 지난 12일 역대 최대치를 기록한 것으로 추정됐다. 13일 전력거래소에 따르면 12일 오후 2∼3시 전력시장... ,https://www.munhwa.com/news/view.html?no=2024081301071005019001,https://n.news.naver.com/mnews/article/021/0002654138?sid=102
208,2024-08-13 12:14:00,"서울디지털대, 신·편입생 최종모집 입학원서 접수 마감 임박","IT공학부는 전기전자공학과, 컴퓨터공학과, AI소프트웨어공학과, 정보보안전공으로 전공이 세분화되고 기계로봇항공학부는 <b>인공지능</b>(AI)과 로봇, 드론 등 첨단과학 분야로 기계로봇공학과와 드론전공으로 구성됐다.... ",https://www.etnews.com/20240813000158,https://n.news.naver.com/mnews/article/030/0003231286?sid=102
209,2024-08-13 12:14:00,LG디스플레이 &quot;올해는 IT OLED 원년…노트북 적용 크게 증가&quot;,"멀티모달 AI란 텍스트, 이미지, 소리 등 다양한 형태의 정보를 동시에 이해하고 처리할 수 있는 <b>인공지능</b>을 말한다. 이 부사장은 &quot;멀티모달 AI는 시선이나 손동작을 추적하고, 이를 토대로 시의적절한 이미지 정보를... ",https://www.newsworks.co.kr/news/articleView.html?idxno=762260,https://www.newsworks.co.kr/news/articleView.html?idxno=762260
210,2024-08-13 12:14:00,"충남, 제16회 대통령배 아마추어 e스포츠 대회 개최","먼저, 게임 배경음악(OST) 오케스트라 '플래직' , 남자 아이돌그룹 '엔카이브'의 공연이 진행되고, <b>인공지능</b>(AI) 놀이터, 아케이드 게임, 코스프레 포토존, 과학 교육, 두뇌 게임, 만들기 체험 등 40여 개의 체험 부스를... ",https://www.etnews.com/20240813000157,https://n.news.naver.com/mnews/article/030/0003231287?sid=105
211,2024-08-13 12:12:00,"충남대학교병원 정재욱 교수, 글로벌 의사과학자(리더) 양성 사업 선정",정재욱 교수는 이러한 폐암 오가노이드 연구의 근본적인 문제점을 해결하기 위해서 '오가노이드의 3차원 이미지'와 '멀티 오믹스 빅데이터'를 <b>인공지능</b>으로 분석해 실시간으로 폐암 오가노이드의 특성 및 상태를 확인할... ,http://www.gocj.net/news/articleView.html?idxno=135654,http://www.gocj.net/news/articleView.html?idxno=135654
212,2024-08-13 12:10:00,찜통더위 못 버티고…어제 전력 총수요 102GW '사상 최대치',"제11차 전력수급기본계획(전기본) 총괄위원회는 지난 5월 11차 전기본 초안을 공개하면서 <b>인공지능</b>(AI) 확산, 반도체 클러스터 조성 등으로 2038년까지 16.7GW의 전력수요 추가 요인이 있을 것으로 전망했다. 출처 = 연합",https://www.goodnews1.com/news/articleView.html?idxno=437584,https://www.goodnews1.com/news/articleView.html?idxno=437584
213,2024-08-13 12:10:00,"SK네트웍스, 2분기 영업이익 291억원…전년比 14.8% 증가",SK네트웍스는 이같은 2분기 성과와 함께 <b>인공지능</b>(AI) 중심의 사업 모델 전환을 위한 포트폴리오 조정을 진행했다. 지난 6월 이사회에서 자회사 SK렌터카를 글로벌 사모펀드 어피니티에쿼티파트너스에 8200억원에... ,http://www.newswatch.kr/news/articleView.html?idxno=68707,http://www.newswatch.kr/news/articleView.html?idxno=68707
